word ; frequency
$emotion*$ ; 8
$emotion+$ ; 2
$emotion-$ ; 1
$foreign$ ; 107
$laugh$ ; 19
$name$ ; 114
$oov$ ; 8
a ; 31
aberto ; 1
abre ; 1
abriria ; 1
abriu ; 1
acabado ; 1
acho ; 1
acontecido ; 1
acordando ; 1
adotar ; 1
agradeço ; 2
ainda ; 2
ajuda ; 2
ajudaram ; 1
alcançar ; 1
algo ; 2
algodão ; 1
aloucadamente ; 1
alunos ; 1
am ; 1
ama ; 2
amanhã ; 1
ambos ; 1
ameniza ; 1
amiga ; 1
amiguinhas ; 1
amo ; 3
amontoado ; 1
amor ; 4
ano ; 2
anos ; 2
antes ; 1
antigas ; 1
ao ; 3
aos ; 1
apoio ; 1
aprende ; 1
apresentação ; 1
aproveito ; 1
aproximou ; 1
após ; 1
aquele ; 1
ar ; 1
arco ; 1
are ; 3
armário ; 1
aroma ; 1
arrepio ; 1
artística ; 1
as ; 6
assim ; 5
assistido ; 1
assistimos ; 1
atrasado ; 1
até ; 2
aula ; 1
aventura ; 1
aí ; 2
baby ; 2
banda ; 1
bandida ; 1
barca ; 1
baroneiro ; 1
beijo ; 1
beleza ; 1
bem ; 2
bicicleta ; 1
bistrô ; 1
bixete ; 1
bolso ; 1
bom ; 4
borboleta ; 1
bote ; 1
brisa ; 1
britânico ; 1
cabelo ; 1
cabeça ; 1
cadáver ; 1
cagar ; 2
caixa ; 2
calcinhas ; 1
calças ; 1
caminhados ; 1
campainha ; 1
cansativa ; 1
cantando ; 1
canudinho ; 1
capaz ; 1
carne ; 1
carregar ; 1
casa ; 2
caseiro ; 1
castigo ; 1
cava ; 1
cavais ; 1
cavamos ; 1
cavas ; 1
cavo ; 1
celular ; 1
centro ; 1
certa ; 1
chave ; 1
chegando ; 1
cheio ; 1
chique ; 1
chocólatra ; 1
chorei ; 1
chupa ; 1
cima ; 1
cinema ; 1
coisa ; 1
coisas ; 1
coleção ; 1
colocar ; 1
colocou ; 1
colore ; 1
colorida ; 1
com ; 11
começar ; 1
como ; 9
concertar ; 1
concretiza ; 1
conseguiria ; 1
conseguiu ; 1
constata ; 1
continuar ; 1
contos ; 2
contratou ; 1
controle ; 1
convenceu ; 1
coração ; 2
corações ; 1
coreano ; 1
costume ; 1
cozinha ; 2
crescendo ; 1
créditos ; 1
crônica ; 1
curso ; 1
da ; 7
dando ; 1
das ; 2
de ; 38
decidido ; 1
deixar ; 1
dela ; 1
demais ; 1
demorado ; 1
dentro ; 1
depois ; 1
desativado ; 1
descobrindo ; 1
descrever ; 1
desenho ; 3
desse ; 2
dia ; 1
diarreia ; 1
disso ; 1
diversas ; 1
divertir ; 1
diária ; 1
do ; 14
doce ; 1
doenças ; 1
dois ; 2
doloroso ; 1
don ; 5
dor ; 1
dores ; 1
dos ; 2
dose ; 1
duplamente ; 1
duvida ; 2
e ; 30
educa ; 1
educadora ; 1
educação ; 3
ela ; 4
ele ; 2
eleitora ; 1
eleitoral ; 1
