word ; frequency
$emotion-$ ; 1
$foreign$ ; 30
$laugh$ ; 2
$name$ ; 115
$oov$ ; 7
a ; 146
aberto ; 1
aborrecem ; 1
abrir ; 2
absolutamente ; 2
absorvi ; 1
absurda ; 1
acaba ; 1
acabar ; 1
acabo ; 2
aceita ; 1
acerta ; 1
acesa ; 1
acesso ; 2
acha ; 3
acham ; 1
achava ; 1
achei ; 3
acho ; 4
acima ; 1
acompanhar ; 1
acontece ; 2
acontecem ; 1
acontecendo ; 1
acontecer ; 2
acordada ; 1
acordei ; 1
acordo ; 1
acredita ; 1
acreditam ; 1
acreditar ; 1
acreditem ; 1
acredito ; 3
acusa ; 1
acusado ; 1
acusaram ; 1
adolescente ; 3
afasta ; 1
afetou ; 1
afirme ; 1
agarrava ; 1
agir ; 1
agiu ; 1
agora ; 3
agradar ; 1
agradá-la ; 1
agrava ; 1
aguarda ; 1
aguentei ; 1
agência ; 3
ah ; 4
ainda ; 11
ajudar ; 1
alagado ; 1
algo ; 3
algum ; 2
alguma ; 3
algumas ; 1
alguns ; 5
alguém ; 3
alheia ; 1
ali ; 1
alto ; 1
altos ; 1
aluno ; 1
alunos ; 5
alvo ; 2
além ; 3
amanhã ; 2
amar ; 1
amiga ; 4
amigas ; 1
amigo ; 1
amigos ; 3
amo ; 2
amor ; 2
ampla ; 1
analisar ; 1
andar ; 3
andei ; 1
aninhos ; 1
ano ; 5
anos ; 9
antepenúltimo ; 1
antes ; 1
antiga ; 1
antigamente ; 1
antropólogo ; 1
análise ; 1
ao ; 12
aos ; 3
apanhando ; 1
aparentemente ; 1
apenas ; 1
apertado ; 1
apesar ; 3
apoiando-os ; 1
aprendemos ; 1
aprendendo ; 2
aprender ; 1
aprendeu ; 2
aprendi ; 2
aprofundando ; 1
aprovada ; 2
aprovado ; 1
após ; 1
aquela ; 1
aquele ; 1
aqueles ; 1
aqui ; 10
arbitrária ; 1
areia ; 1
argumentos ; 1
arrancados ; 1
arranjar ; 1
arrepia ; 1
arroga ; 1
arrogante ; 1
arrumada ; 1
artistas ; 1
artístico ; 1
as ; 22
aspirantes ; 1
assaltada ; 1
assaltantes ; 1
assalto ; 1
assim ; 11
assina ; 1
assinar ; 1
