word ; frequency
$foreign$ ; 1
$laugh$ ; 1
$name$ ; 50
a ; 59
abençoa ; 2
abençoe ; 1
abra ; 1
abraçados ; 1
abraço ; 1
acabou ; 1
acaricia ; 1
aceitar ; 1
acelera ; 1
achar ; 1
achei ; 1
acolhe ; 1
acordar ; 1
acordei ; 1
acostume ; 1
acredito ; 1
aderindo ; 1
afinal ; 1
aflições ; 1
agitação ; 1
agradecer ; 3
agradeço ; 1
aguenta ; 1
agüenta ; 1
ainda ; 5
alados ; 1
alegria ; 5
alerta ; 1
algum ; 1
alguma ; 1
alheia ; 1
alma ; 5
além ; 1
amam ; 1
amar ; 2
amarmos ; 1
amemos ; 1
amigos ; 1
amor ; 10
andar ; 1
ando ; 1
anel ; 1
animo ; 1
aniversário ; 2
anjo ; 3
ano ; 1
ao ; 8
aparecem ; 1
apenas ; 2
aprende ; 1
aprender ; 1
aquele ; 1
ar ; 1
as ; 4
asas ; 1
assim ; 2
atrair ; 1
até ; 6
aí ; 1
bagagens ; 1
bailando ; 1
basta ; 2
batalhas ; 1
beba ; 1
beijos ; 1
beleza ; 2
bem ; 5
bens ; 1
boa ; 1
boas ; 2
boliche ; 1
bolso ; 1
bom ; 2
bonito ; 1
braço ; 1
brilha ; 1
brotarão ; 1
bênçãos ; 2
cabeça ; 1
cada ; 8
calma ; 3
caminhar ; 1
caminho ; 1
cansada ; 1
canta ; 1
canção ; 1
capaz ; 1
cara ; 1
carinho ; 2
carinhosamente ; 1
carregar ; 1
casa ; 1
casamento ; 1
cedo ; 1
celeste ; 1
certa ; 1
certo ; 1
chorar ; 1
cobrir ; 1
coisa ; 3
coisas ; 7
colaboração ; 1
colo ; 1
com ; 9
comigo ; 1
como ; 4
compaixão ; 1
concentrado ; 1
condições ; 1
conduz ; 1
conforta ; 1
confusão ; 1
conhecidos ; 1
conquista ; 1
contagia ; 1
continuar ; 1
cor ; 1
cora ; 2
coralina ; 2
coração ; 7
corpo ; 4
corre ; 1
couber ; 1
coubesse ; 1
crescer ; 1
cristo ; 2
cruzar ; 1
cuidado ; 1
cuidar ; 3
cultivada ; 1
cultivar ; 1
cura ; 1
curta ; 1
céu ; 2
da ; 3
dado ; 1
damos ; 1
dança ; 1
daqui ; 1
dar ; 4
dará ; 1
de ; 49
decididamente ; 1
deixa ; 3
dele ; 1
demais ; 1
depois ; 1
depressa ; 1
derrama ; 1
desejar ; 1
desejaram ; 1
desejo ; 1
desnecessário ; 1
despediu ; 1
deu ; 3
devagar ; 1
deve ; 1
devida ; 1
difícil ; 1
diga ; 2
disponibilizaram ; 1
dito ; 1
dizem ; 1
dizer ; 2
do ; 10
dobro ; 1
doce ; 1
dois ; 1
dom ; 1
dor ; 1
dormir ; 1
dos ; 1
dose ; 1
durante ; 1
durar ; 1
dê ; 1
e ; 63
ela ; 1
ele ; 3
elevamos ; 1
em ; 7
enfim ; 1
enquanto ; 3
ensina ; 1
entregam ; 1
entregar ; 1
enviaram ; 1
envolve ; 1
errar ; 1
escondido ; 1
escorrerão ; 1
escrever ; 1
