word ; frequency
$emotion*$ ; 6
$emotion+$ ; 3
$foreign$ ; 17
$laugh$ ; 18
$name$ ; 61
$oov$ ; 2
a ; 16
acabamos ; 1
acabou ; 1
acha ; 1
acontecer ; 1
agora ; 2
aguarde ; 2
ah ; 2
alazão ; 1
alegrando ; 1
alguma ; 1
alguém ; 2
amanhã ; 2
amiga ; 2
amo ; 2
amor ; 1
animais ; 1
aniversário ; 3
antigas ; 1
apenas ; 1
apertar ; 1
apontar ; 1
apropriada ; 1
aqui ; 2
arma ; 1
arrasando ; 1
assim ; 3
atrás ; 1
até ; 2
aí ; 3
bagunçada ; 1
bamba ; 1
banda ; 1
base ; 2
basta ; 1
beijo ; 2
beleza ; 1
bolinha ; 1
bolo ; 1
bom ; 3
bruxa ; 1
bárbara ; 3
cabeça ; 1
cada ; 1
cama ; 1
campos ; 1
cara ; 1
caramba ; 1
careta ; 1
cartão ; 1
casa ; 6
casmurro ; 1
celular ; 3
chateada ; 1
chega ; 1
chegando ; 2
cheio ; 1
chorar ; 1
chuvosas ; 1
chão ; 1
com ; 8
comece ; 1
comigo ; 3
como ; 2
comprada ; 1
comprando ; 1
comprei ; 3
conhece ; 1
consegui ; 1
consequências ; 1
consolá-lo ; 1
constantemente ; 1
contar ; 1
coragem ; 1
coração ; 1
corda ; 1
correr ; 1
cria ; 1
crédito ; 1
cuidar ; 1
cão ; 1
cérebro ; 1
da ; 8
dança ; 1
dançar ; 1
dar ; 2
das ; 2
de ; 34
deixem ; 1
deles ; 1
dentro ; 1
desejo ; 1
desgraçado ; 1
dessa ; 3
deu ; 1
deve ; 1
dia ; 8
dica ; 1
difícil ; 2
digno ; 1
dinheiro ; 1
direito ; 2
distância ; 1
dizendo ; 1
do ; 21
dolorosa ; 1
dom ; 1
dorme ; 1
dormir ; 1
dos ; 2
droga ; 1
duas ; 1
durante ; 1
e ; 29
eficaz ; 1
eis ; 1
ela ; 3
ele ; 1
em ; 5
embora ; 1
enfiar ; 1
engenheira ; 1
