word ; frequency
$emotion*$ ; 4
$emotion+$ ; 1
$foreign$ ; 26
$laugh$ ; 9
$name$ ; 81
$oov$ ; 39
a ; 46
abençoe ; 1
aberto ; 1
abnt ; 1
abraçado ; 1
abraço ; 2
abrir ; 1
acabaram ; 1
acho ; 2
acompanhar ; 1
acontece ; 1
acredito ; 2
adianta ; 1
adultos ; 1
afundando ; 2
agora ; 4
agradecer ; 2
agradeço ; 2
ah ; 1
ainda ; 1
ajuda ; 2
ajudar ; 2
alegre ; 1
alegria ; 6
alguma ; 1
alho ; 1
ali ; 1
almoçar ; 1
almoço ; 1
amamos ; 3
amanhã ; 1
amiga ; 1
amigo ; 1
amigos ; 2
amo ; 9
amor ; 7
amou ; 1
amém ; 2
andando ; 1
animada ; 1
aniversário ; 13
ano ; 14
anos ; 6
antes ; 1
ao ; 2
aparece ; 1
apertado ; 2
apontar ; 1
aprendeu ; 1
aproveita ; 1
aproveite ; 1
aquela ; 3
aqui ; 7
arraia ; 1
as ; 8
assim ; 3
assistir ; 1
assustado ; 1
aturar ; 1
até ; 6
aulas ; 2
avó ; 3
azeitona ; 1
aí ; 3
babado ; 2
bacon ; 1
balada ; 1
baladas ; 1
banco ; 1
bandex ; 1
barca ; 1
barco ; 1
barda ; 1
barra ; 1
baseada ; 1
beber ; 2
beijo ; 3
bem ; 7
bigode ; 1
birl ; 1
biscoito ; 1
boa ; 2
bobeiras ; 1
boca ; 1
boicota ; 1
bola ; 1
bolo ; 2
bolos ; 1
bom ; 7
bonitinha ; 1
bonitos ; 1
br ; 4
brigado ; 1
cabelo ; 2
cachaças ; 1
cachorreira ; 1
cada ; 1
cadê ; 2
café ; 1
caipira ; 1
caixa ; 1
calcular ; 1
calourada ; 1
calouros ; 2
cama ; 1
caminho ; 1
caminhos ; 1
campus ; 1
cantarem ; 1
cara ; 3
carinho ; 1
casa ; 3
casal ; 2
casamento ; 1
caso ; 1
cereal ; 1
certamente ; 1
certos ; 1
cerveja ; 1
chatice ; 1
chatices ; 1
chato ; 1
chegando ; 1
chegou ; 4
cheguei ; 1
cheio ; 1
chique ; 1
chocolate ; 2
chocolates ; 1
chorar ; 1
chorava ; 1
chupa ; 2
churrasco ; 1
chuva ; 1
cinema ; 1
coca ; 1
coincidência ; 1
coisa ; 3
coisas ; 1
cola ; 1
com ; 17
comemorando ; 1
comemorar ; 5
comemorarmos ; 1
comemorações ; 1
comendo ; 2
comer ; 3
começando ; 1
comida ; 1
comigo ; 3
comilança ; 1
como ; 5
completa ; 1
completando ; 1
complicados ; 1
compra ; 1
compras ; 1
conclusão ; 1
confiar ; 1
confidentes ; 1
confusão ; 2
conhecer ; 1
conheci ; 1
conserve ; 1
conta ; 1
contente ; 1
continua ; 2
continue ; 1
continuemos ; 1
continuo ; 1
coração ; 1
corpo ; 1
costumávamos ; 1
coxa ; 1
cozinhar ; 1
cozinhava ; 1
credo ; 1
criança ; 1
crianças ; 2
criatividade ; 1
cu ; 2
cuidando ; 2
cumprimentar ; 1
cálculo ; 4
céu ; 1
da ; 10
dados ; 1
dae ; 1
daqueles ; 1
dar ; 6
das ; 2
data ; 3
de ; 66
decisões ; 1
deixa ; 2
deixar ; 2
deixou ; 2
delícia ; 1
denuncie ; 1
depois ; 3
desanimar ; 1
descanse ; 1
desculpe ; 1
desde ; 2
desejo ; 1
desentendido ; 1
desesperado ; 1
dessa ; 1
desse ; 1
devagar ; 1
deve ; 1
deveria ; 1
dia ; 27
diante ; 1
dica ; 2
dicas ; 1
diferente ; 1
dificuldade ; 1
difícil ; 1
direto ; 1
disse ; 1
diz ; 1
do ; 15
doamos ; 1
doido ; 3
don ; 1
dona ; 1
dor ; 1
dos ; 6
dupla ; 1
durante ; 4
dê ; 3
e ; 69
educar ; 1
ela ; 2
elas ; 1
ele ; 2
em ; 22
embora ; 3
encontraram ; 1
encontrei ; 1
enfim ; 1
engraçada ; 1
engraçado ; 2
enorme ; 1
enquanto ; 1
ensinando ; 1
entendedores ; 1
entenderão ; 1
então ; 1
enxugar ; 1
era ; 2
erram ; 1
erro ; 1
escolhe ; 4
escolheu ; 1
escondido ; 1
escrever ; 2
espancados ; 1
espaço ; 1
espero ; 2
esposa ; 1
espírito ; 1
essa ; 7
esse ; 12
esses ; 1
estamos ; 1
estando ; 1
estar ; 1
estaria ; 1
estará ; 1
estava ; 1
estavam ; 1
esteja ; 4
esteve ; 1
estivesse ; 1
estou ; 10
estudar ; 1
estupro ; 1
está ; 9
estão ; 1
eu ; 29
exatas ; 2
exemplo ; 2
f ; 1
faculdade ; 1
fala ; 1
falar ; 1
falta ; 4
família ; 4
favor ; 2
faz ; 4
fazem ; 1
fazemos ; 1
fazendo ; 2
fazer ; 9
feio ; 1
feita ; 2
feito ; 1
felicidade ; 1
felicidades ; 2
feliz ; 16
felizes ; 2
feriado ; 1
festa ; 3
fica ; 4
ficar ; 2
ficava ; 2
filhos ; 1
fim ; 6
final ; 1
finalizar ; 1
fique ; 2
fiquei ; 1
firmeza ; 1
fiz ; 1
flores ; 1
fofinhas ; 1
fofinhos ; 1
foi ; 7
fome ; 1
formar ; 1
força ; 3
foto ; 3
frio ; 3
funk ; 1
futuro ; 1
fácil ; 3
fé ; 2
férias ; 3
fêmur ; 1
gata ; 1
gente ; 5
gostasse ; 1
grande ; 1
gravata ; 1
h ; 1
habitar ; 1
hoje ; 14
homem ; 1
homossexuais ; 1
homossexual ; 2
homossexualidade ; 1
houve ; 1
humanas ; 1
hétero ; 2
i ; 7
ibm ; 2
ideias ; 1
igual ; 2
in ; 1
inabalável ; 1
incluir ; 1
infinitas ; 1
informação ; 1
iniciando ; 1
insistem ; 1
integral ; 1
inteiro ; 1
internacional ; 1
irmão ; 1
is ; 1
isso ; 5
jantar ; 1
japonês ; 1
jeito ; 1
jogos ; 1
junto ; 1
juntos ; 4
já ; 8
jóia ; 1
l ; 1
lado ; 1
lar ; 1
lasanha ; 2
legal ; 1
legenda ; 1
lembro ; 4
levar ; 1
libertar ; 1
limite ; 1
linda ; 2
lindo ; 2
liso ; 1
logo ; 4
loja ; 2
los ; 1
louca ; 1
louco ; 2
louro ; 1
lugar ; 1
lugares ; 1
luxo ; 4
lá ; 1
lágrimas ; 1
m ; 1
maior ; 3
mais ; 14
maluca ; 1
maluco ; 1
maravilhosos ; 2
março ; 1
mas ; 16
matar ; 1
matrícula ; 1
matérias ; 2
mau ; 1
me ; 15
medo ; 1
meio ; 2
melhor ; 5
melhores ; 3
mensagem ; 1
merda ; 1
mesma ; 2
mesmo ; 3
meu ; 12
micróbio ; 1
milagres ; 1
milhares ; 1
mim ; 4
minha ; 8
minhas ; 3
momento ; 2
momentos ; 4
morar ; 1
more ; 2
mortos ; 1
mostrar ; 1
moça ; 1
muda ; 1
muita ; 2
muitas ; 4
muito ; 10
muitos ; 7
multishow ; 1
mundo ; 4
mãe ; 6
mês ; 1
mó ; 1
música ; 3
na ; 9
nadas ; 1
namoradas ; 1
namorado ; 3
namorados ; 3
namoro ; 1
naquela ; 1
nas ; 3
nasce ; 1
neblina ; 1
necessidade ; 1
negas ; 1
negro ; 2
nem ; 5
nenhuma ; 2
nerd ; 1
nessa ; 1
nesse ; 1
nesses ; 3
ninguém ; 1
nisso ; 1
no ; 15
nome ; 1
nos ; 6
nossa ; 5
nossas ; 1
nosso ; 2
nota ; 2
notícia ; 1
notícias ; 1
nova ; 3
novamente ; 1
novela ; 1
novidade ; 1
novo ; 2
nunca ; 3
não ; 40
néon ; 1
nós ; 10
o ; 46
obrigada ; 5
observo ; 1
obstetrícia ; 1
oh ; 2
oi ; 1
olha ; 2
olhos ; 2
onde ; 4
operando ; 1
opiniões ; 1
oportunidade ; 1
orgulho ; 1
os ; 11
osso ; 3
ostentação ; 3
ou ; 7
outra ; 2
outros ; 3
ouvi ; 1
padre ; 1
pai ; 7
pais ; 2
palitinho ; 1
papagaio ; 1
papai ; 1
para ; 12
parabéns ; 7
parar ; 1
paraíso ; 1
parceiro ; 1
parceiros ; 1
parece ; 1
parou ; 1
parte ; 3
partir ; 1
partiu ; 2
passamos ; 1
passar ; 1
passe ; 1
passei ; 1
passo ; 2
passou ; 2
patetas ; 2
paz ; 4
pedacinho ; 1
pedir ; 2
pediu ; 1
pega ; 1
peito ; 1
pelo ; 2
pelos ; 1
pensando ; 2
pensar ; 1
pensasse ; 1
pensei ; 1
pensem ; 1
penso ; 1
pereira ; 1
pergunta ; 1
perguntou ; 1
pernilongos ; 1
perto ; 2
pessoa ; 3
pessoas ; 2
pilates ; 1
pinguins ; 1
planos ; 2
playboy ; 1
podemos ; 1
poderia ; 1
pois ; 1
ponderada ; 1
por ; 28
porcaria ; 1
porque ; 5
possamos ; 3
possível ; 1
pouca ; 1
pouco ; 1
povo ; 1
pra ; 25
praia ; 1
precisa ; 2
precisar ; 1
preciso ; 2
prepare ; 1
presente ; 3
preto ; 2
primeira ; 2
primeiro ; 1
primeiros ; 1
pro ; 1
problema ; 2
prova ; 2
provas ; 2
próximo ; 1
publicar ; 1
pão ; 1
pé ; 1
qual ; 1
qualquer ; 1
quando ; 13
quanto ; 2
quarto ; 1
quase ; 3
quatro ; 1
que ; 60
queimado ; 1
quem ; 4
quer ; 3
queremos ; 1
queridos ; 1
quero ; 7
r ; 2
racismo ; 1
realmente ; 2
receber ; 1
receita ; 1
recuperação ; 2
relacionamento ; 1
relembrar ; 1
repita ; 1
representa ; 2
resolvido ; 1
respeito ; 1
responder ; 1
respondi ; 1
retrospectiva ; 1
rezar ; 1
rir ; 2
risos ; 5
ro ; 1
rock ; 1
romantismo ; 1
romântica ; 1
romântico ; 1
ruas ; 1
ruim ; 1
sabemos ; 1
sabendo ; 1
saber ; 1
saberia ; 1
sai ; 2
saiu ; 1
sanguínea ; 1
santa ; 1
saudade ; 3
saudades ; 3
saúde ; 3
se ; 11
seguido ; 1
seguir ; 1
segunda ; 1
segunda-feira ; 1
sei ; 2
seja ; 1
selfie ; 1
sem ; 3
semana ; 1
semestre ; 7
sempre ; 8
sendo ; 4
senhora ; 4
senti ; 1
ser ; 11
seria ; 3
será ; 1
seu ; 16
seus ; 3
sexta-feira ; 1
sim ; 6
sincero ; 1
sinta-se ; 1
sintonia ; 1
situação ; 1
sobe ; 1
sobre ; 9
sobrinhas ; 1
sogra ; 1
somente ; 1
sossego ; 1
sou ; 3
status ; 1
sua ; 3
suas ; 1
sucesso ; 5
sucessão ; 1
suficiente ; 1
super ; 1
sábado ; 2
série ; 1
só ; 13
t ; 2
tamanho ; 1
também ; 6
tanto ; 1
tantos ; 1
tchau ; 1
te ; 21
tem ; 11
tempo ; 3
temporada ; 3
tenha ; 2
tenho ; 1
tentando ; 1
tentar ; 1
teoria ; 1
ter ; 7
terceira ; 2
terei ; 1
terminando ; 1
termos ; 1
terra ; 1
teve ; 1
texto ; 2
tia ; 4
tinta ; 2
tirar ; 1
to ; 1
toa ; 1
toca ; 1
toda ; 1
todas ; 3
todo ; 1
todos ; 2
toma ; 1
tomando ; 1
tomar ; 3
trabalho ; 1
trabalhos ; 1
traga ; 1
trança ; 1
tranças ; 1
trazer ; 1
treino ; 1
triste ; 1
tristes ; 1
trouxe ; 1
tu ; 2
tudo ; 7
turma ; 1
um ; 29
uma ; 11
universitário ; 1
usa ; 1
usp ; 6
v ; 1
vai ; 9
vale ; 1
vamos ; 4
velho ; 2
vem ; 2
vendendo ; 1
vendo ; 2
venham ; 1
ver ; 2
verde ; 1
vestido ; 2
vez ; 1
vezes ; 3
vida ; 14
vinda ; 1
vir ; 3
viu ; 1
viver ; 1
voa ; 1
você ; 32
volta ; 2
voltando ; 1
volte ; 2
vontade ; 3
vossa ; 1
vou ; 3
vários ; 1
vão ; 1
vê ; 1
zoar ; 1
zoeira ; 2
zoeiro ; 1
às ; 1
água ; 2
é ; 49
ótima ; 1
ótimo ; 2
última ; 1
