word ; frequency
$emotion*$ ; 3
$emotion+$ ; 1
$foreign$ ; 1992
$laugh$ ; 20
$name$ ; 138
$oov$ ; 29
a ; 107
aceitar ; 1
acharam ; 1
acreditamos ; 1
acreditavam ; 1
adobe ; 1
adorei ; 1
agindo ; 1
ago ; 1
ah ; 2
ainda ; 4
alcançada ; 1
alemão ; 3
algo ; 2
algumas ; 1
alguém ; 1
almoço ; 1
além ; 1
amadas ; 1
amados ; 1
amigos ; 1
amizade ; 1
amo ; 2
amor ; 9
aniversário ; 1
ano ; 2
anos ; 3
ao ; 2
aprendem ; 1
aprender ; 1
após ; 3
aquele ; 1
aqui ; 3
are ; 7
arrasaram ; 1
arrasou ; 1
arroz ; 1
art ; 1
as ; 14
assada ; 1
assim ; 3
at ; 18
atingiu ; 1
atrás ; 1
até ; 2
avião ; 1
ações ; 1
aí ; 1
b ; 1
bacalhau ; 1
bar ; 1
basta ; 1
batata ; 1
belo ; 1
bem ; 5
bife ; 1
bit ; 2
blog ; 2
boa ; 3
boas ; 1
bolar ; 1
bolsa ; 1
bom ; 2
book ; 2
brasileiros ; 1
brasucas ; 1
brazucas ; 1
brilha ; 1
brincar ; 1
budget ; 1
busca ; 1
buscando ; 3
cada ; 2
cadastrava ; 1
cadastre-se ; 1
cadastrei ; 1
caminho ; 1
caneta ; 2
carne ; 1
casa ; 1
case ; 1
ceo ; 1
certo ; 1
chamada ; 1
chance ; 2
charge ; 2
chegar ; 1
cheguei ; 2
cherry ; 1
chocolate ; 3
chorei ; 1
cidade ; 2
city ; 4
ciência ; 2
coisa ; 1
com ; 18
come ; 1
comes ; 1
começar ; 1
comi ; 1
como ; 3
compartilhada ; 1
completa ; 1
compra ; 1
comunicação ; 1
conexão ; 1
confere ; 1
conforto ; 1
confortáveis ; 1
conquista ; 1
conseguem ; 1
consiga ; 2
construir ; 1
contato ; 1
continuava ; 1
conversa ; 2
conversar ; 1
conversas ; 1
correr ; 1
correu ; 1
corria ; 1
country ; 1
cozinhar ; 2
cresceu ; 1
criada ; 2
criança ; 1
crianças ; 2
cultura ; 1
da ; 4
dançando ; 1
daqui ; 1
dar ; 1
das ; 3
ddd ; 1
de ; 57
decidiram ; 3
decidiu ; 1
delicioso ; 1
delícia ; 1
depois ; 1
descobri ; 1
descobrir ; 1
desejo ; 3
desejos ; 1
desenhar ; 1
desenvolver ; 2
desenvolveu ; 1
desenvolvimento ; 1
design ; 3
devo ; 1
devíamos ; 1
dia ; 3
dialogar ; 1
dicas ; 1
dinheiro ; 1
disse ; 1
disseram ; 1
diversidade ; 3
divertindo ; 1
do ; 13
doce ; 1
doces ; 1
does ; 5
dois ; 1
don ; 6
dormir ; 1
dos ; 1
e ; 42
economia ; 1
educar ; 1
eles ; 9
em ; 18
embora ; 1
emociono ; 1
empatia ; 3
empreendedorismo ; 2
encontram ; 1
encontrar ; 2
enquanto ; 1
entender ; 1
então ; 2
erro ; 1
escolha ; 1
essa ; 3
esses ; 1
estabelecer ; 1
estado ; 1
estar ; 1
estou ; 4
está ; 4
eu ; 10
evitando ; 1
excelente ; 1
excelência ; 1
exercício ; 1
existe ; 1
experiência ; 1
experiências ; 1
extra ; 1
falafael ; 1
falar ; 1
falou ; 1
farofa ; 1
fat ; 1
faz ; 3
fazendo ; 1
fazer ; 4
feedback ; 3
feeling ; 2
feijoada ; 1
feijão ; 1
felicidade ; 1
feliz ; 2
fez ; 1
fica ; 1
ficar ; 2
fim ; 3
fiz ; 1
fluente ; 1
fofa ; 1
foi ; 8
for ; 46
foram ; 1
fosse ; 1
foto ; 1
frita ; 1
fronteiras ; 2
fundada ; 1
future ; 1
férias ; 1
games ; 1
gente ; 1
genuíno ; 1
gerar ; 3
germinando ; 1
germinar ; 1
global ; 3
go ; 8
goiabada ; 1
gordices ; 1
gosta ; 1
gostou ; 1
graduação ; 1
grande ; 1
gratidão ; 1
grato ; 2
gratuito ; 1
guerra ; 1
guerras ; 1
herói ; 1
história ; 1
hoje ; 3
horizonte ; 1
horrores ; 1
hotel ; 1
http ; 1
huge ; 1
humanas ; 1
humano ; 1
i ; 67
idade ; 1
ideia ; 3
ideias ; 1
idéia ; 1
if ; 10
imagine ; 1
impactar ; 1
impacto ; 3
importa ; 1
in ; 41
incentives ; 1
incentivo ; 1
incríveis ; 1
inglês ; 1
inspirado ; 1
instituição ; 1
intense ; 1
intensos ; 1
intercâmbio ; 3
intercâmbios ; 1
internacional ; 1
invés ; 1
is ; 20
isso ; 4
it ; 46
jornada ; 1
jovem ; 1
jovens ; 1
julgamento ; 1
juntos ; 1
já ; 3
kitsch ; 1
la ; 1
ladeira ; 1
later ; 2
legais ; 1
leite ; 1
leitura ; 1
levantar ; 1
liderança ; 3
linda ; 2
lindas ; 2
living ; 1
local ; 1
logo ; 1
lugar ; 2
lá ; 1
líder ; 1
líderes ; 2
m ; 13
mais ; 11
maneira ; 1
marca ; 1
mas ; 1
mc ; 1
me ; 27
meeting ; 2
meio ; 2
melhor ; 4
melhorar ; 1
melhores ; 1
memories ; 1
meninas ; 1
mental ; 1
meses ; 3
metade ; 1
meu ; 3
meus ; 1
milhas ; 1
milhão ; 1
mine ; 2
mineiro ; 1
minha ; 3
miss ; 2
missão ; 1
moldada ; 1
moldadas ; 1
moral ; 2
more ; 11
morri ; 1
mostrando ; 1
muda ; 1
muita ; 2
muitas ; 2
muito ; 8
mundial ; 1
muro ; 1
na ; 5
nem ; 1
nesse ; 1
nestes ; 1
no ; 8
nosso ; 1
novamente ; 1
novas ; 1
não ; 7
nível ; 1
nó ; 1
nós ; 3
o ; 12
obrigada ; 1
obrigado ; 2
of ; 56
omelete ; 1
onde ; 1
online ; 3
ontem ; 1
oportunidade ; 1
opção ; 1
organizacional ; 1
organização ; 2
os ; 11
ou ; 4
out ; 5
outro ; 1
ouvido ; 1
over ; 2
paixões ; 1
para ; 20
parece ; 1
parmegiana ; 1
passaram ; 1
passei ; 1
pastel ; 2
pastéis ; 1
paz ; 4
países ; 1
pela ; 3
pele ; 1
performances ; 1
permitimos ; 1
planes ; 1
poder ; 1
poderia ; 2
ponto ; 1
por ; 9
porque ; 1
porte ; 1
posicionou ; 1
positive ; 2
positivo ; 3
potencial ; 2
potencialidades ; 1
pouco ; 1
poços ; 1
pra ; 12
prado ; 1
precisavam ; 1
preenchimento ; 1
primeira ; 1
pro ; 1
prova ; 1
própria ; 1
ps ; 3
quais ; 1
qual ; 1
quando ; 5
que ; 35
queijo ; 1
quem ; 4
quer ; 2
queriam ; 2
querida ; 2
queridinho ; 1
querido ; 2
queridos ; 1
quero ; 1
quilômetros ; 1
quisesse ; 1
quite ; 1
r ; 1
re ; 3
realizar ; 1
realize ; 1
reaprendendo ; 1
receber ; 1
reconhecida ; 1
redescobrir ; 1
reenergizado ; 1
relembrar ; 1
relevante ; 1
represente ; 1
rice ; 1
ride ; 1
rock ; 1
sabe ; 1
sabendo ; 1
saber ; 2
safe ; 2
sampa ; 1
saudade ; 5
saudades ; 3
saudável ; 1
saúde ; 1
se ; 9
seguida ; 1
segunda ; 1
sei ; 1
seja ; 1
selfie ; 1
sem ; 2
semana ; 3
sempre ; 1
sensacional ; 1
sente ; 1
sentir ; 1
sequer ; 1
ser ; 7
seria ; 1
seriam ; 1
serve ; 1
seu ; 5
seus ; 1
sexual ; 1
short ; 2
significa ; 1
sim ; 26
sintam ; 1
sinto ; 1
sobre ; 8
sobremesa ; 1
sociais ; 1
social ; 5
sociedade ; 1
socorro ; 1
sol ; 1
some ; 14
sonhado ; 1
sonhos ; 2
sou ; 1
stand ; 1
stands ; 1
still ; 3
sua ; 2
suas ; 1
subi ; 1
sucesso ; 2
suor ; 1
super ; 5
superei ; 1
suspende ; 1
sustentavelmente ; 1
são ; 1
só ; 2
t ; 19
tal ; 1
talentos ; 1
também ; 3
tantos ; 1
te ; 1
teatro ; 1
tem ; 3
ter ; 3
ti ; 1
time ; 11
times ; 5
tips ; 1
to ; 91
toda ; 1
todo ; 1
todos ; 3
tomar ; 1
tornar ; 1
tortas ; 1
training ; 2
transformar ; 1
trazer ; 1
trocar ; 1
três ; 1
tua ; 1
tudo ; 4
táxi ; 1
tão ; 4
um ; 11
uma ; 7
umas ; 1
unesco ; 1
uns ; 2
urge ; 1
use ; 2
valeu ; 1
vassoura ; 1
vence ; 1
venha ; 1
ver ; 2
verdade ; 1
verdadeira ; 1
vez ; 1
viaja ; 1
viajar ; 1
vida ; 4
vidas ; 2
visitar ; 2
visual ; 1
visão ; 2
viver ; 1
vivessem ; 1
vivo ; 1
vivência ; 1
você ; 7
vocês ; 2
vodka ; 1
volta ; 1
voltando ; 1
vou ; 1
vovó ; 1
voz ; 3
weekend ; 1
workshop ; 3
zona ; 1
à ; 6
é ; 6
íntegros ; 1
ótima ; 1
último ; 1
últimos ; 3
única ; 1
