word ; frequency
$emotion*$ ; 4
$emotion+$ ; 4
$emotion-$ ; 5
$foreign$ ; 106
$laugh$ ; 9
$name$ ; 229
$oov$ ; 26
a ; 96
aberta ; 2
aberto ; 2
abertos ; 1
abertura ; 1
aborrecimento ; 1
abraços ; 1
abrigo ; 1
abrindo ; 1
absurda ; 1
acaba ; 1
acabado ; 1
acabar ; 1
acadêmica ; 2
acadêmicas ; 1
acadêmico ; 1
aceita ; 1
achar ; 2
achar-se ; 1
achei ; 2
acho ; 5
acima ; 1
acolhe ; 1
acompanhado ; 1
acompanhando ; 1
acontecer ; 4
acordar ; 1
acordei ; 1
acredita ; 1
acredito ; 1
acrescentar ; 1
acrescentaram ; 1
acrescentei ; 1
adeus ; 1
adianta ; 1
adicionem ; 1
adivinha ; 1
adultas ; 2
afilhada ; 1
afilhados ; 1
afundar ; 1
agora ; 9
agosto ; 1
agradecer ; 3
agradeço ; 1
agride ; 1
aguardando ; 1
ah ; 3
ainda ; 7
ajuda ; 1
al ; 2
algo ; 3
algum ; 1
alguém ; 4
alho ; 1
alimentar ; 1
aliás ; 1
almoço ; 1
alta ; 2
altar ; 1
aluna ; 1
alunas ; 2
aluno ; 2
alunos ; 1
além ; 3
amai ; 1
amamos ; 1
amanhã ; 2
amante ; 1
amar ; 3
ambientalista ; 1
amei ; 1
amiga ; 2
amigos ; 4
amiguinho ; 1
amo ; 5
amor ; 4
amores ; 1
andar ; 1
andorinha ; 1
aniversário ; 4
ano ; 5
anos ; 8
antecipação ; 1
anteriormente ; 1
antes ; 2
ao ; 7
aonde ; 3
aos ; 6
aparecem ; 1
apenas ; 4
apesar ; 2
aplicação ; 1
aprendendo ; 1
aprender ; 1
aproveitamento ; 1
após ; 1
aquela ; 2
aquele ; 1
aqueles ; 3
aqui ; 6
aquilo ; 1
aranhas ; 2
arcolindos ; 1
argumentos ; 1
armas ; 1
arraial ; 3
arrogante ; 1
arrumando ; 1
arrumar ; 1
art ; 1
articulador ; 1
as ; 9
ascendência ; 1
assim ; 1
assinem ; 1
assédio ; 1
astral ; 1
atual ; 2
até ; 9
audiência ; 2
aula ; 4
aumentar ; 1
ausência ; 1
auto ; 2
autoengano ; 1
autoridade ; 1
autorização ; 1
auxiliá-los ; 1
aversão ; 1
aviso ; 1
açúcar ; 1
aí ; 5
baby ; 1
bacon ; 2
badala ; 1
banda ; 1
bando ; 1
banhados ; 1
barulheira ; 1
baseado ; 1
basta ; 2
batata ; 1
beber ; 1
bebê ; 1
beijo ; 1
belo ; 1
bem ; 10
biquíni ; 1
