word ; frequency
$emotion*$ ; 4
$emotion-$ ; 1
$foreign$ ; 19
$laugh$ ; 19
$name$ ; 101
$oov$ ; 1
a ; 21
abaixo ; 1
absurdo ; 1
acabou ; 1
academia ; 4
aceita ; 1
acho ; 4
acompanhante ; 1
acontece ; 1
adesivo ; 1
adolescência ; 1
adora ; 1
adorei ; 1
adoro ; 2
agora ; 3
ah ; 1
ainda ; 1
alegria ; 1
alguém ; 1
alto ; 1
amiga ; 1
amigos ; 1
amorosos ; 1
andar ; 2
aniversário ; 1
antes ; 1
ao ; 1
apareceu ; 1
apenas ; 2
apesar ; 1
aprende ; 1
aprender ; 1
ariano ; 8
arianos ; 1
arrependimento ; 1
as ; 5
assaltado ; 1
assim ; 2
ateu ; 1
atravessou ; 1
até ; 1
aventuras ; 1
aventureira ; 1
babaca ; 1
babacas ; 1
babaquice ; 1
bagunçada ; 1
bairro ; 2
bando ; 2
bares ; 1
bater ; 1
batida ; 1
batom ; 1
bem ; 4
bicicleta ; 1
boa ; 2
boca ; 1
bocas ; 2
boicotada ; 1
bom ; 1
bosta ; 1
bêbada ; 1
cacete ; 1
cachos ; 1
cada ; 1
cadê ; 2
calor ; 1
caminho ; 1
cantar ; 2
cara ; 2
caras ; 2
carne ; 1
carro ; 1
caráter ; 1
casal ; 1
catuaba ; 1
causa ; 1
certamente ; 1
certeza ; 1
chamando ; 1
chiqueiro ; 1
ciclobostas ; 1
ciclochatos ; 1
ciclovias ; 1
cima ; 2
circo ; 1
coelho ; 1
coisa ; 3
coisas ; 3
coitado ; 1
com ; 12
comida ; 1
comidinha ; 2
como ; 4
companheiro ; 1
comprar ; 1
condensado ; 1
conquista ; 1
consegue ; 1
conseguir ; 1
consigam ; 1
consumo ; 2
conta ; 1
conversar ; 1
cor ; 1
coração ; 2
corpo ; 1
correr ; 2
corte ; 1
cozinha ; 2
criança ; 1
crianças ; 1
curiosa ; 1
curte ; 1
céu ; 1
da ; 6
dando ; 1
dar ; 4
das ; 1
de ; 35
decidi ; 1
decote ; 1
deixa ; 1
deixe ; 1
deles ; 1
delicioso ; 1
delícia ; 1
depois ; 1
desafio ; 1
desconstrução ; 1
desejo ; 1
desfilar ; 1
desligar ; 1
desse ; 1
deu ; 1
deveria ; 1
dia ; 2
difícil ; 1
dinheiro ; 1
direito ; 1
direto ; 1
direção ; 1
divertida ; 1
divertir-se ; 1
diz ; 2
do ; 15
doação ; 1
dor ; 1
dormir ; 3
duvida ; 1
dê-me ; 1
e ; 26
e-mail ; 1
educadas ; 1
ela ; 2
ele ; 2
elegância ; 1
eleitores ; 1
eles ; 2
eletrônica ; 1
elétrica ; 1
em ; 2
embora ; 2
energia ; 2
enorme ; 1
entendi ; 1
entra ; 1
entrada ; 1
entrando ; 1
entre ; 1
entrevistada ; 1
então ; 1
envie ; 1
envolver ; 1
escolares ; 1
especial ; 1
espelho ; 1
espera ; 2
espero ; 1
esquentar ; 2
essa ; 1
esse ; 5
estacionamento ; 1
estava ; 2
esteira ; 1
está ; 4
estão ; 2
etiqueta ; 1
eu ; 5
exclusivamente ; 1
explicado ; 1
falarem ; 1
fale ; 1
falem ; 1
falta ; 2
fazem ; 1
fazer ; 4
feio ; 1
fhc ; 1
ficando ; 1
ficaria ; 1
ficou ; 1
figurinhas ; 1
fim ; 1
fizeram ; 1
fofura ; 2
foi ; 1
folgado ; 1
fome ; 1
forte ; 1
foto ; 1
frase ; 1
frente ; 1
frequento ; 1
frescura ; 1
fritadeiras ; 1
fui ; 1
funcionava ; 1
fundo ; 1
férias ; 1
gastar ; 1
gato ; 1
gente ; 4
gordice ; 1
gosta ; 4
gosto ; 1
governo ; 1
habilidade ; 1
hoje ; 5
hora ; 2
humor ; 1
ideia ; 1
idosa ; 1
igual ; 1
imagens ; 1
importa ; 1
impossível ; 1
imutáveis ; 1
in ; 1
intensa ; 1
interesse ; 1
iremos ; 1
irritar ; 1
isso ; 8
jantar ; 1
jeito ; 1
jr ; 2
julga ; 1
julgam ; 1
já ; 4
lado ; 1
lanchonete ; 1
lava ; 1
legal ; 1
leite ; 2
lembra ; 1
levá-la ; 1
levá-lo ; 1
lho ; 1
ligar ; 1
limite ; 1
linda ; 2
lindas ; 1
lindo ; 4
lista ; 1
lixo ; 2
lugar ; 2
luz ; 1
lâmpada ; 1
lâmpadas ; 1
madrugada ; 1
mais ; 1
mal ; 1
maldito ; 1
malhando ; 1
mandar ; 1
marido ; 2
mas ; 4
matasse ; 1
matina ; 1
matriz ; 1
mc ; 1
me ; 3
meio ; 1
mentira ; 1
merda ; 2
mesa ; 1
mesmo ; 3
meu ; 2
minha ; 2
misturava ; 1
molecada ; 1
morar ; 1
mostram ; 1
motivação ; 1
muita ; 2
muitas ; 1
muito ; 3
mulher ; 2
má ; 1
mãe ; 1
música ; 2
na ; 10
nada ; 1
nas ; 1
necessárias ; 1
necessários ; 1
nenhuma ; 1
nessa ; 1
nesse ; 2
nisso ; 1
no ; 3
noite ; 2
nojo ; 1
nome ; 2
nos ; 1
nosso ; 1
novas ; 1
novo ; 1
nunca ; 2
não ; 19
nível ; 1
o ; 23
objetivo ; 1
obrigada ; 1
odeio ; 2
olha ; 5
ordem ; 1
os ; 3
ou ; 2
outra ; 1
outro ; 1
paciência ; 1
paga ; 1
pagar ; 2
pais ; 1
paixão ; 1
palavras ; 1
panqueca ; 1
pantufas ; 1
para ; 5
parceiro ; 1
parmegiana ; 1
participe ; 1
passa ; 2
passar ; 1
pau ; 1
pausa ; 1
pela ; 2
pelo ; 4
pena ; 1
perder ; 1
perfume ; 1
pessoa ; 3
pessoas ; 1
petista ; 1
pior ; 1
piores ; 1
pizza ; 1
pizzarias ; 1
plena ; 1
pobre ; 1
pode ; 4
por ; 6
porcada ; 1
porque ; 2
pouco ; 1
povo ; 1
pra ; 16
prefeito ; 1
prefiro ; 1
preparada ; 1
preparando ; 1
presente ; 1
principal ; 1
problemas ; 1
projeto ; 2
promoção ; 1
pronto ; 1
provocado ; 1
pré-menstrual ; 1
psicológica ; 1
publicação ; 1
péssimo ; 1
qual ; 2
quando ; 3
quantos ; 1
que ; 47
quem ; 3
quer ; 1
querido ; 2
quero ; 3
quinta ; 1
r ; 3
ra ; 1
realidade ; 1
recebi ; 1
relaxar ; 1
religião ; 1
repense ; 1
reportagem ; 1
reza ; 1
riscos ; 1
risoto ; 1
rosas ; 1
sabe ; 1
saco ; 1
safar ; 1
sai ; 1
saia ; 2
satanista ; 1
saudade ; 1
se ; 5
sei ; 3
sem ; 2
sempre ; 3
ser ; 3
será ; 2
serão ; 1
seu ; 5
seus ; 1
sexo ; 1
sexta-feira ; 1
sido ; 1
sim ; 1
soco ; 1
sofrida ; 1
sonho ; 1
sopa ; 1
status ; 1
sua ; 2
sugerida ; 1
sábado ; 1
são ; 2
série ; 1
só ; 2
tamanho ; 2
também ; 1
tarde ; 2
telefone ; 1
televisão ; 1
tem ; 7
temos ; 1
tempo ; 1
tenho ; 1
tensão ; 1
tentações ; 1
ter ; 3
texto ; 1
tipo ; 1
tirar ; 1
tive ; 1
toca ; 1
todo ; 1
tomava ; 1
trabalhado ; 1
tranqüilo ; 1
traz ; 1
triste ; 2
triângulos ; 1
trocando ; 1
trocar ; 1
trânsito ; 1
tudo ; 3
tão ; 1
túnel ; 1
um ; 10
uma ; 11
urbana ; 1
usa ; 2
vaca ; 1
vai ; 4
vamos ; 2
vazias ; 1
vem ; 1
ver ; 1
verdade ; 1
verão ; 1
vezes ; 1
vi ; 1
vidro ; 1
violência ; 1
viramos ; 1
viu ; 2
você ; 8
vontade ; 4
votaram ; 1
vou ; 3
vá ; 1
válida ; 1
várias ; 2
vários ; 1
vídeo ; 1
às ; 1
água ; 1
é ; 14
ó ; 1
óleo ; 1
ótimo ; 1
única ; 1
