word ; frequency
$emotion*$ ; 4
$emotion+$ ; 2
$foreign$ ; 20
$laugh$ ; 4
$name$ ; 99
$oov$ ; 9
a ; 146
abandonando ; 1
abandonar ; 1
abarrotadas ; 1
abordados ; 1
abrir ; 1
abrirem ; 1
abriu ; 2
absolutamente ; 1
absorventes ; 2
abusos ; 1
acaba ; 2
acabei ; 2
acabo ; 1
academicamente ; 1
acadêmicos ; 1
acariciada ; 1
aceitas ; 1
acelerado ; 1
acha ; 2
achar ; 2
acharam ; 1
achará ; 1
achei ; 1
acho ; 5
acidente ; 1
acomodados ; 1
acompanhadas ; 1
aconchega ; 1
acontece ; 1
acontecem ; 1
acontecer ; 1
aconteceu ; 1
acredita ; 2
acredito ; 2
adaptado ; 1
adiar ; 1
adicionado ; 1
adicionando ; 1
adolescentes ; 1
adolescência ; 2
adoro ; 1
adquirida ; 1
adultos ; 1
advogando ; 1
afastar ; 1
afetivo ; 1
agora ; 9
agradeço ; 1
agroindústria ; 1
agronegócio ; 2
aguda ; 1
aguentar ; 1
aguento ; 1
ainda ; 9
ajuda ; 2
ajudar ; 5
ajustes ; 1
alcançou ; 2
alega ; 1
algo ; 4
algum ; 1
alguma ; 2
algumas ; 2
alguns ; 5
alguém ; 8
alisamento ; 1
alterou ; 1
aluga-se ; 1
aluguel ; 1
aluno ; 1
alunos ; 2
alvos ; 1
além ; 5
alívio ; 1
amavam ; 1
ambiental ; 1
ame ; 2
ameaçada ; 1
ameaças ; 1
amiga ; 3
amigas ; 2
amo ; 1
ampliar ; 1
anda ; 1
animal ; 1
ano ; 5
anorexia ; 1
anoréxicas ; 1
anos ; 5
ansiedade ; 1
ansiosa ; 1
anterior ; 1
antes ; 3
análise ; 1
ao ; 6
aos ; 9
aparece ; 1
aparecendo ; 1
aparecer ; 1
aparecerem ; 1
aparentam ; 1
apenas ; 1
aperto ; 1
apodrecendo ; 1
apoio ; 1
apreciada ; 1
apreciem ; 1
aprendam ; 1
aprendendo ; 2
aprender ; 1
aprendi ; 1
aprendizado ; 1
apuração ; 1
após ; 2
aquela ; 1
aquelas ; 1
aquele ; 5
aqui ; 2
aquilo ; 1
armada ; 1
armadas ; 1
arranjar ; 1
arrasando ; 1
arrecadados ; 1
arrecadar ; 1
arrematar ; 1
arroubos ; 1
arrumo ; 1
artesanais ; 1
artifício ; 1
as ; 36
aspas ; 1
aspectos ; 2
assalto ; 1
assassinados ; 1
assim ; 8
assinar ; 1
assombrado ; 1
assumir ; 1
assunto ; 1
atacar ; 2
ataque ; 1
ataques ; 1
atendê-lo ; 1
atentados ; 1
atenção ; 5
atirasse ; 1
ato ; 1
atos ; 1
através ; 1
