word ; frequency
$name$ ; 1
a ; 3
aguenta ; 1
amigos ; 1
análise ; 1
aparece ; 1
chute ; 1
contra-ataque ; 1
da ; 1
de ; 5
dificuldades ; 1
do ; 1
dos ; 2
e ; 1
enfrenta ; 1
enfrentar ; 1
era ; 1
esse ; 1
fica ; 1
fraco ; 3
franco ; 1
fácil ; 1
habilidade ; 1
maior ; 1
mais ; 1
mas ; 1
medo ; 2
melhor ; 1
mente ; 1
na ; 1
notado ; 1
não ; 2
o ; 5
ou ; 1
outros ; 1
parceiro ; 1
parte ; 1
perde ; 1
ponto ; 3
quando ; 2
resultado ; 1
ruim ; 1
seguinte ; 1
ser ; 3
seu ; 3
seus ; 1
sua ; 1
só ; 1
toda ; 1
traição ; 2
traído ; 2
você ; 2
é ; 3
íntimos ; 1
