word ; frequency
$foreign$ ; 45
$laugh$ ; 3
$name$ ; 213
$oov$ ; 14
a ; 226
abaixo ; 1
abertas ; 2
abertura ; 1
abordem ; 1
abr ; 1
abre ; 1
abrir ; 3
absurdamente ; 2
absurdos ; 1
acabado ; 1
acabam ; 1
acabando ; 1
acabar ; 1
acabara ; 1
acabaram ; 1
acabou ; 1
academia ; 1
academicamente ; 1
acadêmica ; 1
acadêmico ; 1
acaso ; 1
aceita ; 3
aceitando ; 2
aceitos ; 1
aceitou ; 1
acender ; 1
acerca ; 2
acessar ; 2
acesso ; 2
acha ; 1
acham ; 1
acho ; 2
acima ; 5
acobertado ; 1
acolá ; 1
acomodada ; 1
acompanharam ; 1
acompanharia ; 1
acompanhe ; 1
acontece ; 1
acontecendo ; 6
aconteceu ; 1
acontecimentos ; 1
acordar ; 1
acostuma ; 18
acostumar ; 2
acreditando ; 1
acreditar ; 1
acreditava ; 1
acredito ; 1
acrescentar ; 1
acrescento ; 1
acrobático ; 1
acúmulo ; 1
acústico ; 1
aderência ; 1
adesão ; 1
adiantar ; 1
adiantou ; 1
adiei ; 1
adivinha ; 1
administrações ; 1
admiram ; 1
admiti ; 1
adultos ; 1
afastamento ; 1
afastando ; 1
afinadas ; 1
afinal ; 8
afirmamos ; 1
afirmando ; 1
agora ; 4
agosto ; 1
agradecer ; 1
agradeço ; 1
agradável ; 1
agravamento ; 1
agravar ; 1
aguarda ; 1
aguento ; 2
ainda ; 17
ajuda ; 1
ajudar ; 1
alcance ; 1
alegando ; 1
alerta ; 1
algo ; 4
algum ; 3
alguma ; 1
algumas ; 4
alguns ; 3
alguém ; 4
alheio ; 1
alheios ; 1
ali ; 1
alienada ; 1
alienando-as ; 1
alienação ; 1
aliviar ; 1
almoçar ; 1
alongamento ; 1
altas ; 1
alto ; 1
altos ; 1
aluno ; 4
alunos ; 10
além ; 10
amanteigados ; 1
ambientais ; 1
ambiental ; 2
ambulantes ; 1
ameaça ; 1
amo ; 1
amplidão ; 1
anatomia ; 3
andar ; 2
animais ; 1
ano ; 13
anos ; 15
ansiedade ; 1
anteriormente ; 1
antes ; 4
antidemocrática ; 1
antigo ; 1
antigos ; 1
antraceno ; 2
anúncios ; 1
ao ; 30
aos ; 7
apagaria ; 1
apagão ; 1
apartamentos ; 1
apartheid ; 1
apenas ; 15
apesar ; 4
apoiando ; 1
aprendi ; 2
aprendizados ; 1
apresentado ; 1
apresentar ; 1
apresentaram ; 1
apropriado ; 1
aprovada ; 1
aproveita ; 1
aproveitada ; 1
aproveitar ; 1
aproveite ; 1
após ; 17
aquela ; 1
aquelas ; 1
aquele ; 1
aqueles ; 1
aqui ; 5
aquilo ; 1
ar ; 2
arbítrio ; 1
arcar ; 1
argumento ; 1
argumentos ; 3
arriscar ; 1
arritmia ; 1
arrumará ; 1
artificial ; 1
artigo ; 2
artigos ; 1
as ; 49
aspereza ; 1
assassinada ; 1
assembleias ; 1
assim ; 18
assinada ; 1
assinado ; 1
assistir ; 2
assunto ; 1
assuntos ; 2
assédio ; 1
ataca ; 1
atacado ; 1
ataque ; 1
atas ; 4
atenciosamente ; 1
atendente ; 1
atendida ; 1
atendidas ; 1
atendido ; 1
atenção ; 2
aterro ; 1
atitude ; 1
atividade ; 7
atletismo ; 1
atrasado ; 3
através ; 1
atrás ; 4
atuais ; 1
atual ; 3
atuando ; 1
atuação ; 1
atuei ; 1
até ; 10
auditório ; 1
aula ; 1
aulas ; 6
aumentar ; 1
auto ; 1
autonomia ; 1
autor ; 1
autoritarismo ; 1
autorizados ; 1
azar ; 1
azul ; 1
ação ; 1
aí ; 3
ba ; 1
bacharéis ; 1
bactérias ; 1
baderneiros ; 1
bagunça ; 1
baioneta ; 1
baixaram ; 1
baladas ; 1
balão ; 1
banco ; 1
bandejão ; 2
barato ; 1
bares ; 1
barraquinha ; 1
barriga ; 1
barulhenta ; 1
barulho ; 5
barulhos ; 1
bastante ; 1
bateria ; 1
baterias ; 1
bebendo ; 1
beber ; 1
bebido ; 1
beleza ; 1
bem ; 5
benzeno ; 1
benzo ; 3
biblioteca ; 2
bibliotecas ; 1
bicicleta ; 1
biológico ; 1
biológicos ; 2
bis ; 1
biscoitos ; 2
bizarro ; 1
bloqueia ; 1
boa ; 2
boas ; 1
boazinha ; 1
bolsa ; 2
bom ; 5
bombas ; 1
bons ; 1
bonzinho ; 1
br ; 3
brasileiros ; 1
brasiliana ; 1
breve ; 1
brincadeiras ; 2
brincando ; 1
bruxas ; 2
buraco ; 1
busca ; 1
buscar ; 1
básico ; 1
caberá ; 1
cabeça ; 1
cada ; 6
café ; 2
caipirinha ; 1
caixas ; 1
calando ; 1
calar ; 1
cale ; 1
caminhando ; 1
caminho ; 2
caminhões ; 1
campeão ; 4
campo ; 5
campus ; 2
camundongos ; 1
candidato ; 1
cansado ; 1
cansei ; 1
cantando ; 1
cara ; 2
carcinogênicos ; 1
carga ; 1
cargo ; 3
cargos ; 2
carimbei ; 1
carinho ; 1
carta ; 6
cartazes ; 1
casa ; 3
caso ; 5
catarata ; 1
causa ; 3
causados ; 1
causar ; 1
cedo ; 5
central ; 1
cenário ; 1
cerca ; 2
certa ; 4
certamente ; 6
certas ; 1
certeza ; 1
certificado ; 2
certo ; 3
cerveja ; 1
cervejas ; 1
chamada ; 1
chamei ; 1
chateia ; 1
chato ; 1
chaves ; 1
chega ; 2
chegar ; 3
chegará ; 1
chego ; 1
chegou ; 4
cheguei ; 1
cheio ; 1
cheiro ; 1
choque ; 1
chover ; 1
ciclo ; 1
cidade ; 1
cidadão ; 1
científica ; 6
cigarro ; 2
cinema ; 2
circo ; 1
circulares ; 1
civilidade ; 1
ciências ; 3
claramente ; 1
claro ; 5
clientes ; 1
clássica ; 1
clássicos ; 1
cobra ; 1
cobrando ; 1
coc ; 1
cochilar ; 1
coincidência ; 2
coisa ; 4
coisas ; 8
colaterais ; 1
colega ; 1
colegas ; 3
colher ; 1
coliformes ; 2
colocar ; 1
coloque ; 1
com ; 92
combater ; 1
comece ; 1
comemorar ; 2
comemoração ; 1
comentários ; 1
comer ; 1
comerciais ; 1
começa ; 2
começará ; 1
comigo ; 2
comissões ; 1
como ; 39
companheirismo ; 1
companhia ; 1
compara ; 1
compensar ; 1
completamente ; 2
compostos ; 2
compra ; 2
comprar ; 2
compras ; 1
compreende ; 1
compreender ; 1
compreendo ; 1
comum ; 1
comunicando-se ; 1
comunidade ; 2
conceituais ; 1
conceitual ; 3
concentrar ; 1
concentração ; 1
concentrações ; 2
conclui ; 1
concluindo ; 1
