word ; frequency
$emotion*$ ; 2
$emotion-$ ; 1
$foreign$ ; 20
$laugh$ ; 9
$name$ ; 61
$oov$ ; 10
a ; 30
abastecendo ; 1
aceitar ; 1
acho ; 1
acompanhando ; 1
acontecimento ; 1
acordando ; 1
adestrador ; 1
adeus ; 1
adora ; 1
adoro ; 1
adote ; 1
aflição ; 1
agora ; 1
agradecer ; 1
aguento ; 1
ah ; 1
ainda ; 4
ajuda ; 1
ajudar ; 1
ajudaram ; 1
alguém ; 1
ali ; 2
aliás ; 1
almoço ; 1
além ; 1
alérgica ; 1
amei ; 2
amigos ; 3
amo ; 2
amor ; 8
analisando ; 1
anel ; 1
aninhos ; 1
aniversário ; 3
ano ; 2
anos ; 1
ao ; 2
apresentar ; 1
aproveitar ; 1
aqui ; 1
ar ; 1
as ; 5
assisto ; 1
assustar ; 1
atenção ; 1
atualmente ; 1
até ; 5
aumentando ; 1
auto-estima ; 1
avançando ; 1
azul ; 2
aí ; 2
bandeira ; 1
bate-papo ; 1
bateu ; 1
beijo ; 1
belo ; 1
bem ; 1
boa ; 2
bom ; 9
bombando ; 1
branquelo ; 1
briga ; 2
brigas ; 1
brinde ; 1
broderagem ; 1
bundas ; 1
cabelo ; 2
cabeça ; 1
cachorro ; 1
cachorros ; 1
cada ; 3
caibo ; 1
calor ; 2
cama ; 1
camisa ; 1
campus ; 1
capitão ; 1
cara ; 1
caramba ; 1
carnaval ; 1
casa ; 3
caso ; 1
chave ; 1
chegando ; 2
chegaram ; 1
chegou ; 1
cheirar ; 1
cidade ; 1
clichês ; 1
coisa ; 1
coisas ; 1
com ; 17
comentar ; 1
comigo ; 1
como ; 8
compareceram ; 1
compensar ; 2
compulsões ; 1
confiança ; 1
confrontando ; 1
confundam ; 1
conhece ; 1
conhecer ; 1
conseguimos ; 1
contar ; 1
contato ; 1
continua ; 1
convidar ; 1
copa ; 2
cor ; 2
crianças ; 2
crise ; 1
câncer ; 1
da ; 18
das ; 4
de ; 41
debate ; 1
deixem ; 1
dele ; 1
demonstrando ; 1
dentro ; 1
depois ; 2
der ; 1
desses ; 1
dezembro ; 1
dia ; 8
difíceis ; 1
digital ; 1
diploma ; 1
diretamente ; 1
disse ; 3
diversão ; 1
dizia ; 1
do ; 10
doação ; 1
domingo ; 1
dos ; 4
duas ; 1
durante ; 1
dê ; 1
e ; 31
ela ; 2
ele ; 2
em ; 5
emocionalmente ; 1
emoção ; 1
empenho ; 1
empresa ; 1
enchem ; 1
enfim ; 2
enquanto ; 1
ensolarado ; 1
entendo ; 2
entra ; 1
então ; 2
envolvido ; 1
envolvidos ; 1
escondido ; 1
escrever ; 1
esforço ; 1
espiritual ; 1
essa ; 5
essas ; 1
esse ; 2
esses ; 1
esta ; 2
estamos ; 2
estou ; 3
estudo ; 2
está ; 5
estão ; 3
eu ; 12
excepcional ; 1
existem ; 1
experiente ; 1
experiência ; 1
explicar ; 1
faltar ; 1
família ; 5
faz ; 1
fazendo ; 1
fazer ; 4
faça ; 1
fechou ; 1
felicitações ; 1
feliz ; 5
ferrados ; 1
filho ; 1
finalizando ; 2
fiquei ; 1
focou ; 1
foda ; 2
fofuras ; 1
foi ; 6
fonte ; 1
for ; 1
forma ; 1
formei ; 1
força ; 1
foto ; 2
friamente ; 1
fruta ; 1
fundamentos ; 1
gente ; 7
gifs ; 1
globo ; 1
gordos ; 2
gostam ; 1
gosto ; 1
grande ; 1
graça ; 1
gripei ; 1
haver ; 1
hoje ; 5
holi ; 1
hora ; 1
horizonte ; 2
hum ; 2
há ; 1
imundo ; 1
incondicional ; 1
indícios ; 1
ingresso ; 1
interessou ; 1
involuntariamente ; 1
ir ; 1
isso ; 2
junto ; 1
justificando ; 1
já ; 7
ladeira ; 2
lar ; 1
legal ; 2
lembrança ; 1
lembrei ; 1
levino ; 1
levo ; 1
liguem ; 1
lindeza ; 2
lindo ; 2
logo ; 1
lombriga ; 1
lá ; 1
macarronada ; 1
mais ; 10
malditos ; 1
malta ; 1
mandem ; 1
manifestação ; 1
manja ; 1
manter ; 1
mar ; 1
maratona ; 1
maravilhosa ; 1
maravilhosas ; 1
marketing ; 1
maré ; 1
mas ; 4
mata ; 1
matadouro ; 1
matando ; 1
materialmente ; 1
me ; 8
medo ; 1
melhor ; 3
melhorar ; 2
melhores ; 1
melo ; 1
meme ; 1
memes ; 1
meninas ; 2
menos ; 2
mensagem ; 1
