word ; frequency
$foreign$ ; 6
$name$ ; 20
$oov$ ; 1
a ; 6
abaixo ; 1
abrir ; 1
ainda ; 1
ajudar ; 2
aplicativo ; 1
baixar ; 1
baseado ; 1
bela ; 1
bem ; 1
caras ; 2
celular ; 2
chamado ; 1
com ; 2
como ; 1
consegue ; 1
conseguirem ; 1
conta ; 1
costuma ; 1
da ; 1
de ; 7
deixa ; 1
desafio ; 1
desenvolver ; 1
e ; 4
economizar ; 1
ele ; 2
eles ; 1
em ; 1
entender ; 1
estou ; 1
estão ; 1
explica ; 1
fala ; 1
fazer ; 1
galera ; 1
game ; 1
ganhar ; 1
gastar ; 1
gastos ; 2
gente ; 3
grana ; 1
graça ; 1
hora ; 1
indica ; 1
interessante ; 1
isso ; 1
jr ; 1
lançando ; 1
maia ; 1
mais ; 2
marco ; 1
marquês ; 1
me ; 1
melhor ; 1
menina ; 1
menos ; 1
monitorar ; 1
mão ; 1
nada ; 1
no ; 4
nos ; 1
nosso ; 1
nossos ; 1
novo ; 1
não ; 1
o ; 7
of ; 1
olhada ; 1
os ; 2
ou ; 2
para ; 8
pelo ; 1
plano ; 1
planos ; 1
precisar ; 1
que ; 3
quem ; 2
quer ; 1
quiser ; 2
recomendando ; 1
saudades ; 1
se ; 1
sei ; 1
seja ; 1
sem ; 1
semestre ; 1
sena ; 1
são ; 1
só ; 2
te ; 1
telefônico ; 1
tem ; 1
testar ; 1
tipos ; 1
todos ; 1
um ; 1
uma ; 2
usar ; 1
valeu ; 1
ver ; 1
votar ; 1
vídeo ; 1
é ; 2
