word ; frequency
$emotion*$ ; 5
$emotion+$ ; 2
$foreign$ ; 255
$laugh$ ; 16
$name$ ; 133
$oov$ ; 10
a ; 56
abalar ; 1
absurdo ; 1
abuso ; 1
acabando ; 1
acadêmica ; 1
acaso ; 1
aceite ; 1
achar ; 1
achei ; 4
acho ; 1
acontece ; 1
admirável ; 1
adoraria ; 4
adoro ; 1
adulta ; 2
aeroporto ; 2
agora ; 4
agredidas ; 1
agredido ; 2
agredir ; 1
agressiva ; 1
agressores ; 1
agressão ; 2
ah ; 2
ainda ; 5
ajudar ; 1
alegria ; 2
algum ; 1
algumas ; 1
alguns ; 2
alguém ; 2
altos ; 1
além ; 1
am ; 1
amanhã ; 1
amarelo ; 1
amarga ; 1
amazing ; 1
ambiciosos ; 1
amiga ; 1
amigos ; 2
amiguinhos ; 1
amo ; 3
amor ; 1
andando ; 2
animal ; 1
animação ; 1
animações ; 2
aniversário ; 1
aniversários ; 1
ano ; 5
anos ; 2
anotando ; 1
ao ; 5
aos ; 3
apenas ; 1
aquele ; 1
aqui ; 4
aquário ; 1
arma ; 1
arrasamos ; 1
artista ; 2
artistas ; 1
as ; 4
assim ; 1
assistam ; 1
assisti ; 1
assistindo ; 2
assistir ; 1
assistiu ; 1
assustada ; 1
at ; 1
atender ; 1
atirar ; 1
atribuir-lhe ; 1
atrás ; 1
atuando ; 1
até ; 4
aura ; 1
autoridade ; 2
ação ; 1
aí ; 17
ba ; 1
baby ; 2
baile ; 1
baixo ; 1
banda ; 1
banjo ; 1
barros ; 1
bastando ; 1
bastante ; 1
bastar ; 1
batendo ; 1
bateu ; 1
batom ; 1
bebê ; 1
bem ; 4
bicicleta ; 2
bizarras ; 1
blog ; 1
boa ; 1
boca ; 1
bom ; 6
bonito ; 1
borboleta ; 1
brados ; 1
brandir ; 1
brasileira ; 1
bravo ; 1
brincadeira ; 1
brinquedos ; 1
bunda ; 1
buscar ; 1
buzina ; 1
cabeceira ; 1
cabeça ; 3
cachorro ; 1
cada ; 3
caindo ; 1
caio ; 1
cair ; 2
calão ; 1
campo ; 2
canadense ; 1
cansado ; 1
cantando ; 1
canto ; 2
cara ; 2
caracteres ; 1
caras ; 3
card ; 1
carona ; 1
carro ; 1
carta ; 1
cartazes ; 1
carão ; 1
casa ; 2
casado ; 1
casal ; 1
casos ; 1
cativar ; 1
causa ; 1
caçoar ; 1
cenas ; 1
censura ; 1
certeza ; 1
certo ; 1
chacota ; 1
chamou ; 1
chaves ; 2
chegando ; 2
cheguei ; 1
cheio ; 1
chorar ; 1
chupar ; 1
ciclista ; 1
cidade ; 1
cima ; 1
cinema ; 1
citadas ; 2
clipe ; 1
coisas ; 2
colorido ; 1
com ; 19
combinações ; 1
come ; 1
comemoração ; 1
cometa ; 1
como ; 7
companhia ; 1
compartilhar ; 1
compartilhasse ; 1
competir ; 1
completa ; 1
completamos ; 1
completo ; 1
compradas ; 1
compromete ; 1
comuns ; 1
conceitos ; 1
concerto ; 1
concertos ; 1
confessa ; 1
configurar ; 1
configuração ; 2
confiável ; 2
conscientização ; 1
conselho ; 1
considerado ; 2
consistem ; 1
console ; 1
constituem ; 1
conta ; 1
contando ; 1
contemporânea ; 1
continuam ; 2
convite ; 1
coração ; 1
corações ; 1
corredores ; 1
cortou ; 1
crescer ; 1
criança ; 2
crianças ; 3
crime ; 3
cruzar ; 1
cruzo ; 1
crítica ; 5
cuida ; 1
