word ; frequency
$emotion*$ ; 5
$foreign$ ; 71
$laugh$ ; 34
$name$ ; 30
a ; 5
abaixa ; 1
absurdo ; 1
aceito ; 1
ah ; 3
ainda ; 1
amor ; 1
anda ; 1
anos ; 1
aproveitem ; 1
are ; 2
assinado ; 1
assinem ; 1
atrás ; 1
bandeirantes ; 1
bem ; 1
bons ; 2
cachorro ; 1
campos ; 1
caralho ; 1
caramba ; 1
cerejeiras ; 1
coisa ; 1
comentários ; 1
computador ; 1
conhecia ; 1
contra ; 1
cpf ; 1
céu ; 1
da ; 3
de ; 3
delícia ; 1
descobrindo ; 1
dia ; 1
disponibiliza ; 1
do ; 3
doideira ; 1
dois ; 1
dos ; 1
e ; 3
ele ; 1
em ; 2
essa ; 4
esse ; 1
está ; 1
eta ; 1
eu ; 3
fechar ; 1
feirinha ; 1
feliz ; 1
feriado ; 1
festival ; 1
fica ; 1
ficar ; 1
filho ; 1
foda ; 2
fofo ; 1
for ; 1
force ; 1
fácil ; 1
galera ; 3
games ; 1
garota ; 1
gostosa ; 1
hoje ; 1
ia ; 1
in ; 1
incluindo ; 1
informações ; 2
insiste ; 1
irmão ; 6
is ; 1
isso ; 3
lembranças ; 1
lindinha ; 1
mais ; 2
melhor ; 1
melhores ; 1
mesma ; 1
meu ; 1
mexendo ; 1
mito ; 1
muito ; 1
mundo ; 2
na ; 2
namorados ; 1
no ; 4
notícia ; 1
noção ; 1
não ; 1
nós ; 1
o ; 9
online ; 1
original ; 1
os ; 3
ou ; 1
over ; 1
pagar ; 1
para ; 2
parque ; 1
partiu ; 1
paulista ; 1
pessoais ; 1
pior ; 1
pra ; 1
prefeitura ; 1
pro ; 1
prêmio ; 1
página ; 1
que ; 4
rapaz ; 1
reação ; 1
rg ; 1
rolou ; 1
se ; 1
sem ; 1
semana ; 1
sensacional ; 1
show ; 1
sim ; 1
sobre ; 2
sp ; 1
star ; 1
super ; 1
são ; 1
tava ; 1
tempos ; 2
teria ; 1
texto ; 1
times ; 1
tinha ; 1
to ; 1
todo ; 1
um ; 2
uma ; 1
vai ; 1
velocidade ; 1
você ; 1
vou ; 1
