word ; frequency
$emotion*$ ; 1
$emotion+$ ; 1
$foreign$ ; 29
$laugh$ ; 3
$name$ ; 55
$oov$ ; 5
a ; 22
abaixo ; 1
abandonada ; 1
acreditar ; 1
afinal ; 1
agora ; 1
ainda ; 1
ajuda ; 1
aleluia ; 1
algo ; 1
alguém ; 2
amar ; 3
amor ; 2
ampliação ; 1
animal ; 1
aninho ; 1
ano ; 1
anos ; 2
antes ; 1
ao ; 2
apenas ; 1
apresentação ; 1
artes ; 1
assinado ; 1
atentado ; 1
atrás ; 1
aula ; 1
avisa ; 1
avise ; 1
bailar ; 1
balada ; 1
bandejão ; 1
batalha ; 1
beijos ; 1
bem ; 1
botina ; 1
brigar ; 1
brincalhona ; 1
calçados ; 1
capaz ; 1
carnaval ; 3
casa ; 1
chama ; 1
chorar ; 1
chucha ; 1
circuito ; 1
claro ; 1
clube ; 1
clássica ; 1
coisa ; 1
com ; 8
como ; 1
compensa ; 1
complicado ; 1
conhecido ; 1
conto ; 2
contra ; 1
corpo ; 1
correr ; 1
coxa ; 1
da ; 8
dando ; 1
daquilo ; 1
dar ; 4
das ; 1
de ; 46
dele ; 1
delegacias ; 1
demais ; 1
democracia ; 1
dengosa ; 1
der ; 1
desistir ; 1
desse ; 1
dia ; 8
difícil ; 1
diga ; 1
direito ; 2
direitos ; 1
diva ; 1
divas ; 1
divulgue ; 1
do ; 10
dona ; 1
dos ; 3
dum ; 1
dê ; 1
e ; 22
ela ; 5
elegância ; 1
em ; 2
embora ; 1
encantado ; 1
encontrar ; 1
encontrei ; 1
ensinou ; 1
entre ; 1
escutar ; 1
espera ; 2
essa ; 2
esse ; 4
esses ; 1
estará ; 1
estou ; 2
estrogonofe ; 1
estudar ; 1
está ; 3
eu ; 1
existe ; 1
existem ; 1
exposição ; 1
faculdade ; 1
fadas ; 2
falar ; 2
faltar ; 1
faltou ; 1
favor ; 2
favorita ; 1
fazendo ; 2
fazer ; 2
faça ; 1
feira ; 1
feliz ; 4
festa ; 1
ficar ; 1
fichas ; 1
figurino ; 1
fim ; 1
flamingos ; 1
formatura ; 1
futuro ; 1
fácil ; 1
g ; 1
game ; 1
ganhar ; 1
ganhou ; 1
garantir ; 1
gata ; 1
gatinha ; 2
gato ; 1
genial ; 1
gente ; 5
graça ; 1
gritar ; 1
hale ; 1
he ; 1
hit ; 1
hoje ; 1
http ; 2
há ; 2
ignorância ; 1
imaginava ; 1
importante ; 2
impossível ; 3
impunidade ; 1
inter ; 1
ir ; 1
is ; 1
it ; 1
jovens ; 1
juventude ; 1
já ; 3
kit ; 1
lado ; 2
lar ; 1
le ; 1
legal ; 2
liberdade ; 1
limão ; 1
linda ; 2
lindos ; 2
livre ; 1
livro ; 1
luta ; 2
luz ; 1
língua ; 1
mais ; 7
mansinha ; 1
marco ; 1
mas ; 2
matando ; 1
me ; 5
melhor ; 2
meninas ; 1
mesma ; 1
mesmo ; 1
metade ; 1
meu ; 2
minha ; 4
moda ; 3
modo ; 1
moradia ; 1
mudar ; 1
muitas ; 1
muito ; 3
mulher ; 3
mulheres ; 1
mundo ; 1
museu ; 1
mãe ; 2
música ; 2
na ; 5
nada ; 1
namorados ; 1
negado ; 1
nem ; 2
nenhuma ; 1
neto ; 2
no ; 6
noite ; 1
nos ; 1
nossa ; 1
nosso ; 2
nunca ; 2
não ; 14
o ; 19
obrigada ; 2
ocupação ; 1
oi ; 1
oitenta ; 1
ontem ; 1
orgulho ; 1
os ; 3
ou ; 2
outra ; 2
own ; 1
paga ; 1
palavrão ; 1
para ; 3
parabéns ; 1
parar ; 2
parece ; 1
parecendo ; 1
pares ; 1
participe ; 1
passar ; 1
passei ; 1
passeio ; 1
país ; 1
pec ; 1
pela ; 1
perdida ; 1
perguntas ; 1
permanência ; 1
pesquisada ; 1
please ; 1
pode ; 3
poderia ; 1
pois ; 1
por ; 3
porque ; 3
portuguesa ; 1
possibilidade ; 2
pouco ; 1
pousada ; 1
pra ; 2
precisar ; 1
preciso ; 1
preguiça ; 1
presente ; 2
previsão ; 1
preço ; 1
primos ; 1
professores ; 1
projeto ; 1
pronto ; 1
protestar ; 1
proteção ; 1
príncipe ; 1
pura ; 1
puro ; 1
qualquer ; 2
quando ; 1
que ; 20
quem ; 2
querem ; 1
querer ; 1
querer-te ; 1
quero ; 2
questionário ; 1
quiser ; 5
raios ; 1
realizou ; 1
rebolar ; 1
reclamar ; 1
refletir ; 1
rendendo ; 1
respeito ; 2
respondam ; 1
rezar ; 1
rio ; 1
rumo ; 1
rápido ; 1
santa ; 1
saudades ; 1
se ; 9
seja ; 2
semana ; 2
sempre ; 3
ser ; 7
sesc ; 1
seu ; 2
seus ; 1
significa ; 1
sim ; 1
sobre ; 2
sociedade ; 1
solicitando ; 1
somos ; 1
sonhar ; 1
sonho ; 3
sujar ; 1
sumiu ; 1
super ; 1
são ; 1
século ; 1
só ; 3
também ; 1
tanto ; 1
tantos ; 1
tapas ; 1
tapumes ; 1
tarde ; 1
tchau ; 1
tem ; 4
tequila ; 1
terceiro ; 1
testes ; 1
teve ; 1
tiraram ; 1
tirem ; 1
todas ; 1
todo ; 1
todos ; 2
trabalhar ; 1
trabalho ; 1
tremida ; 1
tricotar ; 1
turistando ; 1
tão ; 1
técnicas ; 1
tédio ; 1
têxtil ; 2
um ; 6
uma ; 4
universitários ; 1
urbano ; 1
usp ; 4
v ; 2
vai ; 1
vale ; 1
variar ; 1
velhice ; 1
velhos ; 1
vem ; 1
vencer ; 1
vencido ; 1
verdade ; 3
vez ; 2
vi ; 1
vida ; 1
virou ; 1
viver ; 2
você ; 6
vogue ; 1
volta ; 1
votar ; 1
www ; 2
y ; 1
zoe ; 1
zuzu ; 2
à ; 1
é ; 17
