word ; frequency
$emotion*$ ; 7
$emotion+$ ; 1
$emotion-$ ; 2
$foreign$ ; 156
$laugh$ ; 39
$name$ ; 115
$oov$ ; 21
a ; 56
abordado ; 1
abrir ; 1
aceitável ; 1
acha ; 1
achamos ; 1
achando ; 1
achei ; 1
acolhedor ; 1
acontecem ; 1
acontecer ; 2
acreditar ; 1
adorável ; 1
adote-o ; 1
adversário ; 1
aflição ; 1
agindo ; 1
agosto ; 1
aguardando ; 1
ah ; 5
ainda ; 9
ajeitou ; 1
ajudar ; 1
alegrando ; 1
alegria ; 1
alfabeto ; 1
alguns ; 1
alguém ; 1
ali ; 1
almoço ; 2
alternativa ; 1
alto ; 3
altos ; 2
amadas ; 1
amadora ; 1
amanhecido ; 1
ambiente ; 2
amigos ; 3
amiguinhos ; 2
amigável ; 1
amo ; 2
amostra ; 1
anabolizantes ; 1
animado ; 1
animaizinhos ; 1
animal ; 1
animalesca ; 1
aniversariante ; 1
ano ; 1
anos ; 4
antecipando ; 1
anti-corrupção ; 1
antigos ; 1
anual ; 1
ao ; 5
aparelhos ; 1
apenas ; 5
apreciada ; 1
apreciam ; 1
apreciem ; 1
aprender ; 1
aprenderam ; 1
apresentador ; 1
aqui ; 2
argumento ; 1
armas ; 1
artista ; 1
as ; 7
assim ; 1
assumiu ; 1
assunto ; 1
astral ; 1
astronômicos ; 1
atitude ; 1
atitudes ; 1
ativa ; 1
até ; 2
audição ; 1
aumentando ; 1
autoajuda ; 1
autor ; 1
avenida ; 1
azul ; 1
ação ; 1
aí ; 2
bacana ; 3
baita ; 3
baixe ; 1
baixo ; 1
banda ; 2
bar ; 1
barulhento ; 1
bateu ; 1
beijos ; 1
bela ; 1
bem ; 2
bla ; 3
boa ; 5
boicotando ; 1
boicotar ; 1
bom ; 1
bonita ; 1
bonito ; 1
bons ; 1
bosta ; 1
bostejo ; 1
boteco ; 1
boçal ; 3
braçada ; 1
breve ; 2
bruto ; 1
busca ; 1
buscou ; 1
cabelo ; 1
cachorro ; 1
cada ; 2
cai ; 1
camisa ; 1
camiseta ; 1
canela ; 1
cantado ; 1
capitalismo ; 1
capitães-do-mato ; 1
cara ; 6
cardápio ; 1
cargo ; 1
cavalinho ; 1
caveira ; 1
cd ; 1
cenas ; 3
central ; 1
centro ; 1
cerimônia ; 1
certa ; 1
cerveja ; 1
chamadas ; 1
chefinhos ; 1
chega ; 2
chegar ; 1
chegaria ; 1
chegou ; 2
chora ; 1
chorar ; 1
choro ; 1
chorume ; 1
churrascaria ; 1
churrasco ; 3
chuteira ; 2
chuvosos ; 1
chão ; 2
científica ; 1
clero ; 1
clicar ; 1
clichê ; 1
clientes ; 1
clássico ; 2
clássicos ; 1
coisa ; 1
coisas ; 1
com ; 21
come ; 1
comemorar ; 1
comentando ; 1
comer ; 1
cometer ; 1
começa ; 1
começando ; 2
começar ; 2
comigo ; 1
como ; 10
comparação ; 1
compartilhado ; 1
compartilhando ; 1
compilar ; 1
completado ; 1
complicadas ; 1
comprar ; 1
comprometimento ; 1
computacionalmente ; 1
computadores ; 1
concedido ; 1
conceição ; 1
concordar ; 1
concorrência ; 1
conecte-se ; 1
conheço ; 1
consegue ; 1
considere ; 1
consigo ; 1
construindo ; 1
consultoria ; 1
conta ; 2
contar ; 1
continuar ; 1
continuo ; 1
contra ; 1
convicções ; 1
convosco ; 1
convém ; 1
copia ; 1
core ; 1
cornetada ; 1
corote ; 2
corporativa ; 1
corporativo ; 1
correta ; 1
corretos ; 1
cortar ; 1
costume ; 1
country ; 1
cremosa ; 1
criada ; 2
criado ; 1
crianças ; 1
criativo ; 1
crime ; 2
cuida ; 1
cuidando ; 1
cujo ; 1
culpado ; 1
cumpra ; 1
cumprida ; 1
curtição ; 1
curto ; 1
cálculo ; 1
câmara ; 1
cão ; 1
céu ; 1
código ; 1
da ; 25
dada ; 1
dado ; 2
daquelas ; 1
daqueles ; 1
dar ; 8
das ; 2
datilógrafos ; 1
de ; 69
decreto ; 5
defesa ; 1
