word ; frequency
$emotion*$ ; 2
$foreign$ ; 140
$laugh$ ; 23
$name$ ; 123
$oov$ ; 12
a ; 46
aberto ; 1
abraço ; 1
absorve ; 1
acaba ; 1
acabar ; 1
acelerar ; 1
acham ; 1
achar ; 1
achei ; 1
acredita ; 1
acusar ; 1
adaptada ; 1
adaptação ; 1
adequadamente ; 1
admiro ; 1
afim ; 1
agitadores ; 1
agora ; 3
agosto ; 1
agradecendo ; 1
aguçar ; 1
ah ; 2
ainda ; 4
ajuda ; 1
ajudar ; 2
alegria ; 2
alegrias ; 1
alguns ; 1
alguém ; 2
alquimista ; 1
alternativo ; 2
alto ; 2
altos ; 1
altura ; 2
alva ; 1
além ; 1
amanhã ; 2
ambos ; 1
amentar ; 1
amiga ; 1
amigo ; 2
amigos ; 2
amiguinhos ; 1
amo ; 6
amor ; 2
amém ; 1
andares ; 1
animação ; 1
aniversário ; 4
anjo ; 1
ano ; 1
anos ; 3
antagônicas ; 1
análise ; 1
ao ; 6
aos ; 3
aparelho ; 4
aparento ; 1
apenas ; 2
aplicação ; 1
apoio ; 1
apolítica ; 1
aprendemos ; 1
aprender ; 1
aprendizagem ; 1
apresentação ; 2
apresentou ; 1
após ; 1
aquela ; 1
aquele ; 1
aqui ; 4
ar ; 1
arquétipos ; 1
arruda ; 1
artes ; 1
artista ; 1
as ; 10
assim ; 4
assistir ; 2
astrônomo ; 1
at ; 1
ata ; 1
atenção ; 1
ativa ; 1
atividade ; 2
atividades ; 1
através ; 1
atribuído ; 1
até ; 6
aula ; 1
aulas ; 3
automação ; 1
aviadora ; 1
ação ; 1
aí ; 6
babão ; 1
baixo ; 2
bala ; 1
banho ; 1
barbearia ; 1
basta ; 1
bastante ; 1
bem ; 4
biomédico ; 1
biosfera ; 1
biônica ; 1
boa ; 5
boas ; 1
bom ; 6
boneca ; 1
bordas ; 1
breve ; 1
brincar ; 2
cada ; 3
cadastre-se ; 1
cadeia ; 1
caindo ; 1
caminho ; 1
campo ; 1
candidatos ; 1
caneta ; 1
capacidade ; 1
capitalismo ; 1
caraca ; 1
carinho ; 1
carrinho ; 1
casa ; 3
causar ; 1
caverna ; 3
celulares ; 1
centenário ; 1
cercada ; 1
chamadas ; 2
chegando ; 1
chegar ; 1
chuveiro ; 1
científica ; 1
civilização ; 2
cnpq ; 1
cognitiva ; 2
cognitivas ; 1
coisa ; 1
coisas ; 2
coletiva ; 1
colorido ; 1
com ; 19
come ; 1
comemora ; 1
comemorativa ; 1
comemoração ; 1
como ; 11
companheira ; 1
companheiros ; 1
companhia ; 1
compartilha ; 1
compartilhamento ; 1
compartilhamos ; 1
compartilhar ; 1
compartilho ; 1
compositores ; 1
comprimento ; 1
comprovadas ; 1
comunidade ; 1
concebe ; 1
conectar ; 1
congresso ; 2
conhecidos ; 1
conquista ; 1
consegue ; 1
consigo ; 1
conta ; 1
contar ; 1
contato ; 1
continuar ; 1
contra ; 1
contém ; 1
conversa ; 1
convidados ; 1
cor ; 1
cores ; 1
correntes ; 1
cria ; 1
criado ; 1
crianças ; 1
criatividade ; 1
criação ; 1
criminosos ; 2
criticar ; 1
cuidado ; 1
cuidar ; 1
cuja ; 1
cumprida ; 1
cumprirão ; 1
curiosa ; 1
curtam ; 1
curte ; 1
custo ; 4
câmara ; 2
cão ; 1
cérebro ; 1
céu ; 1
cênicas ; 1
cômico ; 1
da ; 11
dar ; 1
das ; 3
data ; 1
de ; 76
dedicam ; 2
dedicação ; 1
dedicou ; 1
degrau ; 1
dei ; 1
deixa ; 1
delícia ; 1
democracia ; 1
dentro ; 1
depois ; 3
dera ; 1
descanso ; 1
descaso ; 1
descendo ; 2
desde ; 2
desejo ; 1
desencontramos ; 1
desenho ; 1
desenvolver ; 1
desinibição ; 1
desintoxicação ; 1
desobrigação ; 1
despacha ; 1
dessa ; 2
desse ; 2
deve ; 2
deverá ; 1
dia ; 13
dica ; 1
diferente ; 1
difíceis ; 1
dinheiro ; 1
direito ; 1
discursos ; 1
dispersão ; 1
disso ; 1
divino ; 1
divulgar ; 1
dizer ; 1
do ; 23
dobro ; 1
dois ; 1
dom ; 1
domingo ; 1
dormidas ; 1
dos ; 4
doutor ; 1
duradouras ; 1
dão ; 1
e ; 62
economia ; 1
economista ; 1
economizar ; 1
edifício ; 1
educacional ; 1
educação ; 1
ela ; 3
eleitoral ; 1
eleitos ; 1
em ; 16
embora ; 1
empolgo ; 1
empresas ; 1
empresários ; 1
empática ; 1
encanto ; 1
end ; 1
energia ; 1
eng ; 1
engenheiro ; 1
entendendo ; 1
entendermos ; 1
entre ; 1
então ; 1
enviando ; 1
episódio ; 1
equivalentes ; 2
era ; 1
ergonomia ; 2
es ; 1
esbanjando ; 1
escada ; 1
escala ; 1
escola ; 2
escolher ; 1
escutamos ; 1
espera ; 1
esperando ; 1
espetar ; 1
esposa ; 1
esquina ; 1
essa ; 3
essas ; 1
essencial ; 1
esta ; 2
estalagmites ; 1
estamos ; 1
estar ; 2
estatal ; 1
estava ; 1
estejam ; 1
estimular ; 1
estive ; 1
estou ; 1
estudar ; 2
