word ; frequency
$emotion*$ ; 1
$foreign$ ; 28
$name$ ; 45
$oov$ ; 4
a ; 36
abra ; 2
abrigo ; 1
abundância ; 1
acabei ; 2
acha ; 1
achei ; 1
acredito ; 1
afaste ; 1
agora ; 3
ainda ; 1
ajuda ; 1
ajudando ; 1
ajudem ; 1
alegria ; 1
algumas ; 1
alguém ; 2
amigo ; 1
amigos ; 1
amo ; 2
amor ; 1
anima ; 1
anseio ; 1
ao ; 4
aos ; 2
apanhador ; 2
aparelhado ; 1
apenas ; 1
apesar ; 1
apoio ; 1
aponte ; 1
aqui ; 4
aquietar ; 1
as ; 5
atraso ; 2
até ; 2
aulas ; 1
aviões ; 1
ação ; 1
aí ; 3
banda ; 4
bandas ; 1
barriga ; 1
barros ; 1
bela ; 1
bem ; 1
blogs ; 1
boas ; 1
bobeira ; 1
boca ; 1
br ; 3
brigado ; 1
cada ; 2
cadastro ; 1
calma ; 1
calo ; 1
campanha ; 1
cansaço ; 1
canto ; 1
canção ; 1
cara ; 1
carnaval ; 1
caso ; 1
catraca ; 4
cegos ; 1
certeza ; 1
chapava ; 1
chão ; 1
cna ; 1
coisa ; 2
coisas ; 2
com ; 9
começa ; 1
comigo ; 1
como ; 3
complicar ; 1
compor ; 2
composições ; 1
concurso ; 1
conhecido ; 1
conhecimento ; 1
conseguir ; 1
contar ; 1
contra ; 1
contribuição ; 1
contrário ; 1
convém ; 1
convívio ; 1
cores ; 1
corrói ; 1
curtir ; 1
cômico ; 1
da ; 4
dado ; 1
daqui ; 1
dar ; 1
das ; 3
de ; 45
debate ; 1
dentro ; 1
desacreditável ; 1
desafiar ; 1
desafiou ; 1
desculpa ; 1
desde ; 1
desenvolver ; 1
desimportantes ; 2
desperdícios ; 2
detalhe ; 1
deverá ; 1
dia ; 3
distante ; 1
do ; 10
doce ; 1
dos ; 3
dou ; 2
dúvida ; 1
e ; 17
ela ; 1
eleitoral ; 1
em ; 5
embora ; 2
enfim ; 1
entender ; 1
entenderão ; 1
entendo ; 1
entra ; 1
entre ; 2
então ; 1
enxurrada ; 1
era ; 1
espalhem ; 1
espelho ; 1
espírito ; 1
esquema ; 1
essa ; 3
esse ; 1
esta ; 2
estamos ; 1
estavam ; 1
estou ; 1
está ; 3
etapa ; 1
eu ; 8
exemplo ; 1
explicar ; 1
fale ; 1
falei ; 1
falo ; 1
faltou ; 1
fase ; 1
fatigadas ; 1
favor ; 2
favorita ; 1
fazendo ; 1
fazer ; 3
fazia ; 1
fazê-la ; 1
façam ; 2
feito ; 1
feliz ; 1
fervor ; 1
festival ; 2
fica ; 1
ficamos ; 1
fim ; 1
florescer ; 1
foda ; 1
forma ; 1
formato ; 1
força ; 1
fui ; 2
futuro ; 3
gag ; 1
gente ; 2
go ; 1
gostar ; 1
gostaríamos ; 1
gosto ; 2
gravações ; 1
grito ; 1
grátis ; 1
hein ; 1
hoje ; 2
homem ; 1
horas ; 1
http ; 6
ideia ; 4
impeça ; 1
importante ; 1
informar ; 1
infância ; 1
insetos ; 1
inundado ; 1
invencionática ; 1
investimento ; 1
ir ; 1
isso ; 3
júri ; 1
ka ; 1
la ; 1
lançamos ; 1
lembrança ; 1
lembrei ; 1
lembro ; 3
ler ; 2
leve ; 1
ligado ; 1
linda ; 1
linha ; 1
livre ; 2
livro ; 1
longe ; 1
loucura ; 1
lá ; 3
maior ; 1
maiores ; 1
mais ; 9
mas ; 2
matéria ; 2
me ; 8
medo ; 2
meio ; 1
melhor ; 1
menos ; 1
mentira ; 1
mereço ; 1
mesma ; 1
mesmo ; 4
metade ; 16
meu ; 2
meus ; 2
mim ; 9
minha ; 4
moral ; 1
morte ; 1
moscas ; 1
muito ; 1
mulher ; 1
mundo ; 1
mísseis ; 1
música ; 1
na ; 10
nacional ; 1
namorados ; 1
nascença ; 1
nem ; 1
nessa ; 2
nesse ; 1
neto ; 1
ninguém ; 1
no ; 9
noite ; 1
nordeste ; 1
nossa ; 2
nosso ; 2
novas ; 1
não ; 13
nós ; 2
o ; 18
objetivo ; 1
ocupação ; 1
olhada ; 1
opinião ; 1
os ; 6
ou ; 2
outra ; 8
ouvidas ; 1
ouvidos ; 1
