word ; frequency
$emotion+$ ; 3
$foreign$ ; 14
$laugh$ ; 12
$name$ ; 38
$oov$ ; 1
achei ; 1
adorei ; 1
afundar ; 1
alegria ; 1
alguém ; 1
amo ; 1
angustia ; 1
ano ; 1
antes ; 1
apesar ; 1
aqui ; 1
avanço ; 1
avançou ; 1
aí ; 1
banheiro ; 1
barreiros ; 1
bola ; 1
cadê ; 1
calunia ; 1
caneca ; 2
canoa ; 1
cara ; 2
com ; 1
como ; 1
comprei ; 1
consumo ; 1
contento ; 2
curso ; 1
da ; 5
de ; 4
dele ; 1
depois ; 1
depressão ; 2
desabafar ; 1
desodorante ; 1
dia ; 1
do ; 2
dos ; 1
e ; 5
em ; 2
espirito ; 1
esquerda ; 1
está ; 1
eu ; 1
evoluído ; 1
falta ; 1
fazer ; 1
feliz ; 1
fodeu ; 3
foi ; 1
frei ; 2
grande ; 1
idiota ; 1
instrumento ; 1
k ; 1
lastro ; 1
legal ; 1
mais ; 1
me ; 1
mergulhadores ; 1
mesmo ; 2
meu ; 2
mim ; 1
morcegos ; 2
morto ; 1
mota ; 4
muito ; 2
mó ; 1
na ; 1
nem ; 1
nessa ; 2
ninguém ; 1
no ; 1
nossa ; 1
não ; 1
o ; 5
obrigado ; 1
olha ; 1
pagamento ; 1
para ; 1
parabéns ; 1
parte ; 1
partiu ; 1
pela ; 1
pensamento ; 2
pierrô ; 2
pinga ; 3
poianas ; 1
polenta ; 1
polis ; 1
por ; 1
positivo ; 1
pra ; 3
preciso ; 2
preparado ; 1
procurando ; 1
que ; 7
quebrada ; 1
reciclagem ; 1
ribeiro ; 1
sempre ; 1
será ; 1
setembro ; 1
shopping ; 1
sinto ; 1
sonho ; 1
sua ; 1
te ; 2
tem ; 1
tenho ; 1
to ; 3
tocando ; 1
tão ; 1
um ; 3
vaga ; 2
vamos ; 3
vez ; 1
vi ; 1
você ; 2
vou ; 1
última ; 2
