word ; frequency
$emotion*$ ; 3
$emotion+$ ; 2
$emotion-$ ; 1
$foreign$ ; 382
$laugh$ ; 3
$name$ ; 236
$oov$ ; 15
a ; 23
abestado ; 1
acampamento ; 1
achei ; 1
acudir ; 1
adeus ; 1
agora ; 1
ajudar ; 1
algo ; 1
alguma ; 1
algumas ; 1
alguém ; 2
am ; 2
amantes ; 2
amor ; 1
animada ; 1
animar ; 1
ano ; 2
anti-zuera ; 1
antigos ; 1
ao ; 2
aprecia ; 1
apresento ; 1
are ; 2
armadura ; 1
as ; 3
assexuados ; 1
at ; 1
ator ; 1
atrasado ; 1
até ; 2
avião ; 1
az ; 1
azul ; 2
aí ; 1
b ; 3
ba ; 1
baby ; 1
bacon ; 1
bagunça ; 1
bailarina ; 2
baralho ; 1
bate ; 1
bibas ; 1
bichano ; 1
bicho ; 1
bob ; 1
bolso ; 1
bom ; 1
bombardeio ; 1
bonitinho ; 1
botas ; 1
branco ; 16
bravamente ; 1
brinquedo ; 1
burro ; 1
cabeça ; 1
cai ; 1
calculado ; 1
calibro ; 1
campus ; 1
cansado ; 1
cantadas ; 1
cantando ; 1
canto ; 1
capeta ; 1
capirota ; 1
capiroto ; 1
capítulo ; 1
cara ; 4
caras ; 1
careca ; 1
carro ; 1
carros ; 1
catedral ; 2
cause ; 1
cheio ; 1
chinca ; 2
cinema ; 1
city ; 2
close ; 1
cogumelo ; 1
coisa ; 1
colírio ; 1
com ; 6
come ; 1
começa ; 1
começar ; 1
como ; 5
confessar ; 1
confirmar ; 1
conseguindo ; 1
considerar ; 1
contra ; 2
coração ; 1
coxa ; 1
criar ; 1
criatividade ; 1
cube ; 1
céu ; 4
da ; 4
dance ; 6
dança ; 11
daquelas ; 1
daqui ; 1
dar ; 2
de ; 19
demonstram-nas ; 1
demônio ; 1
depilação ; 1
depois ; 1
desses ; 1
dia ; 1
disso ; 1
diz ; 1
do ; 9
domingo ; 1
don ; 1
dos ; 2
duro ; 1
e ; 29
ele ; 3
em ; 8
embora ; 3
encontre ; 1
ensina ; 1
entre ; 1
era ; 1
errado ; 1
erram ; 1
escultura ; 1
escuros ; 1
espera ; 1
esquentar ; 1
essa ; 2
esse ; 4
esses ; 2
estar ; 1
este ; 1
estou ; 1
está ; 4
estátua ; 1
estúdio ; 1
etc ; 1
eu ; 2
eua ; 1
evento ; 1
excelente ; 1
existe ; 1
explicação ; 1
falar ; 1
fatos ; 1
faz ; 1
fazer ; 1
feitio ; 1
felicidade ; 1
festa ; 1
filé ; 1
fim ; 1
flor ; 1
flores ; 2
foda ; 3
fog ; 1
fogo ; 1
fogueira ; 2
fonte ; 1
foto ; 2
fotografia ; 1
frame ; 1
frases ; 1
funciona ; 1
funcionários ; 1
fusca ; 3
fãs ; 1
gaiola ; 1
galopeira ; 1
games ; 1
gasto ; 1
gata ; 1
gatinho ; 1
gato ; 2
gatos ; 2
gay ; 1
gente ; 1
gerais ; 1
girl ; 3
globo ; 1
go ; 3
gorilas ; 1
grana ; 1
grande ; 2
he ; 2
hit ; 1
hoje ; 2
html ; 1
http ; 1
https ; 1
humilde ; 1
há ; 1
i ; 21
igreja ; 3
impressão ; 1
in ; 7
infalíveis ; 1
inscrito ; 1
interior ; 2
is ; 2
it ; 3
joelho ; 1
joça ; 1
junto ; 1
já ; 2
lacrimejando ; 1
lagarta ; 1
legenda ; 1
linha ; 1
livro ; 1
logo ; 1
lugar ; 1
lustre ; 1
luzes ; 1
lá ; 2
lésbicos ; 1
m ; 4
macaco ; 2
maior ; 1
mais ; 3
maldade ; 1
mandar ; 1
marmanjos ; 1
mas ; 2
me ; 7
melhor ; 1
memoráveis ; 1
mercado ; 1
meses ; 1
mesmo ; 2
mestre ; 1
meu ; 1
milharal ; 1
minas ; 1
minha ; 3
miserável ; 1
moda ; 1
moer ; 3
moldura ; 1
more ; 1
motivo ; 1
mudar ; 1
muito ; 1
mundo ; 2
muro ; 1
museu ; 2
na ; 1
natureza ; 6
neblina ; 1
necessário ; 1
negada ; 1
negócio ; 2
nem ; 1
nerds ; 1
nessa ; 2
no ; 8
nomes ; 1
nos ; 1
noticia ; 1
nova ; 1
novo ; 2
nunca ; 1
nuvem ; 3
nuvens ; 2
não ; 16
nós ; 2
o ; 22
of ; 3
oh ; 2
olho ; 1
os ; 6
osso ; 1
ou ; 2
outro ; 1
ouviu ; 1
ovo ; 1
padaria ; 1
padrões ; 1
pagodinho ; 1
para ; 4
paralelo ; 2
parceiro ; 1
passarinho ; 1
pau ; 1
pb ; 10
pele ; 1
pelúcia ; 1
percebeu ; 1
pessoal ; 1
pessoas ; 2
pica ; 1
pilotado ; 1
pilotar ; 2
pincéis ; 1
pintura ; 1
play ; 1
por ; 2
porretas ; 1
posso ; 1
poste ; 1
posto ; 1
potenciais ; 1
pouco ; 1
povo ; 2
pra ; 7
prateleiras ; 1
prazer ; 1
praça ; 1
precisa ; 1
precisam ; 2
precisando ; 1
preparando ; 1
prestigiar ; 1
preto ; 20
prevejo ; 1
primeiro ; 1
professores ; 2
pronto ; 1
pão ; 3
pés ; 1
pôr ; 1
pôr-do-sol ; 4
qual ; 1
quando ; 2
quase ; 1
que ; 11
quem ; 3
quer ; 1
quero ; 1
rabo ; 1
railway ; 1
realmente ; 1
resumo ; 1
rosas ; 1
rose ; 1
ruim ; 1
sabe ; 1
saindo ; 1
se ; 5
seixas ; 1
sem ; 1
semana ; 1
ser ; 1
sertanejando ; 1
será ; 1
seta ; 1
sete ; 1
seu ; 1
silhueta ; 5
sim ; 8
simplesmente ; 1
sinta-se ; 1
sobrevive ; 1
socado ; 1
sofá ; 1
sol ; 2
somos ; 1
sorte ; 2
still ; 1
sua ; 3
suas ; 1
sucesso ; 1
suicide ; 1
são ; 4
t ; 12
tagear ; 1
tal ; 1
tango ; 1
te ; 1
teatro ; 4
teco ; 2
tem ; 7
temp ; 1
tempo ; 2
tenho ; 3
tenso ; 1
terra ; 1
teste ; 1
testes ; 1
tiles ; 1
time ; 1
tinta ; 1
tintas ; 1
tira ; 1
to ; 4
todo ; 2
todos ; 2
tom ; 1
totalmente ; 1
tranquilidade ; 1
transmissão ; 1
trate ; 1
travecos ; 1
treta ; 3
trilhos ; 1
tudo ; 2
um ; 5
uma ; 2
universo ; 1
usa ; 1
usp ; 8
v ; 1
vai ; 3
vazio ; 1
vendo ; 1
ventos ; 1
vermelhas ; 1
vermelho ; 1
versão ; 2
veste ; 1
vez ; 1
viciado ; 1
vida ; 1
videogames ; 1
violetas ; 1
virtualmente ; 1
virtudes ; 1
visão ; 1
viva ; 1
você ; 8
volta ; 3
voltar ; 1
vou ; 2
vu ; 1
w ; 3
whisky ; 1
www ; 1
x ; 2
zero ; 1
zuera ; 2
árvore ; 3
árvores ; 2
é ; 11
óculos ; 1
último ; 1
