word ; frequency
$emotion-$ ; 1
$foreign$ ; 74
$laugh$ ; 38
$name$ ; 236
$oov$ ; 15
a ; 95
abajur ; 1
abalar ; 1
abandonada ; 1
abençoe ; 1
abertos ; 1
abraçada ; 1
abraço ; 2
abraços ; 1
abri ; 2
abrigou ; 1
abriu ; 1
absurdo ; 2
acabando ; 4
acabar ; 1
acabou ; 1
academia ; 2
aceitar ; 1
aceitou ; 1
acelerar ; 1
acentuação ; 1
achei ; 1
acho ; 6
acolheram ; 2
aconselhando ; 1
acontece ; 2
aconteceram ; 1
acordar ; 1
acordei ; 1
acordou ; 1
acreditaram ; 1
acredito ; 1
admirava ; 1
adorar ; 1
adoro ; 1
adotar ; 4
adotaram ; 1
adote ; 1
afasta ; 1
afirmar ; 1
afundando ; 2
agora ; 7
agradar ; 1
agradecer ; 13
aguenta ; 1
aguentar ; 1
aguentaram ; 2
aguentou ; 2
ah ; 3
ainda ; 5
ajuda ; 1
ajudam ; 1
ajudar ; 5
alcance ; 1
ale ; 1
alegria ; 2
algum ; 2
alguma ; 2
alguns ; 1
alheia ; 1
ali ; 2
alma ; 1
alunos ; 2
além ; 9
ama ; 3
amadas ; 1
amamos ; 1
amanhã ; 2
amar ; 5
amava ; 1
amei ; 2
amiga ; 4
amigas ; 1
amigo ; 2
amigos ; 3
amiguinhos ; 1
amizade ; 1
amo ; 60
amor ; 44
amores ; 4
amou ; 1
amplificar ; 1
amém ; 2
animados ; 1
animais ; 2
aninho ; 2
aninhos ; 3
aniversariante ; 1
aniversário ; 9
aniversários ; 1
ano ; 8
anos ; 20
antigo ; 1
ao ; 14
aos ; 2
aperta ; 1
apertada ; 1
apertado ; 1
apertar ; 1
apoiaram ; 1
apostar ; 1
aprende ; 1
aprendemos ; 1
aprender ; 1
aprendeu ; 1
aprendi ; 2
aprendizado ; 1
apresentando ; 1
aprovada ; 1
aprovado ; 1
aproveita ; 1
aproveite ; 1
aquela ; 2
aquelas ; 1
aquele ; 3
aqueles ; 2
aqui ; 16
aquilo ; 2
arco-íris ; 1
ardida ; 1
arroz ; 2
arrumar ; 1
arteira ; 2
as ; 13
asa ; 1
assim ; 15
assistindo ; 1
assistir ; 1
assombrada ; 1
assunto ; 1
atacou ; 1
atenção ; 1
ato ; 3
atrapalhada ; 1
até ; 14
avó ; 1
azul ; 1
aí ; 4
babões ; 1
bacharel ; 1
bafo ; 1
balanga ; 1
balcão ; 2
banca ; 1
banda ; 2
bandeirantes ; 4
bandeirantesão ; 1
banho ; 1
bar ; 5
barriga ; 1
barro ; 2
base ; 3
basta ; 1
bate ; 1
bebedeiras ; 1
bebê ; 7
beca ; 1
beijar ; 1
beijo ; 3
beijos ; 2
bem ; 6
bendito ; 1
besteiras ; 1
bicampeãs ; 1
bizarro ; 2
boa ; 3
boas ; 1
boca ; 1
boicote ; 1
bola ; 1
bolachas ; 1
bolo ; 4
bom ; 17
