word ; frequency
$emotion*$ ; 1
$emotion+$ ; 4
$foreign$ ; 30
$laugh$ ; 5
$name$ ; 64
$oov$ ; 3
a ; 4
abr ; 1
abril ; 1
acabei ; 1
achar ; 1
adote ; 1
agora ; 1
ajudem ; 3
algo ; 1
alguém ; 1
am ; 1
amanhã ; 1
amigo ; 1
amigos ; 2
amo ; 1
as ; 4
assim ; 1
até ; 1
avó ; 1
aí ; 2
bem ; 1
bit ; 1
bom ; 2
bonitinho ; 1
brilhar ; 1
bárbara ; 1
calendário ; 1
certo ; 1
cheia ; 1
chocolate ; 1
cidade ; 1
close ; 1
comem ; 1
compartilhar ; 1
comum ; 1
continua ; 1
cozinhando ; 1
cães ; 2
cãezinhos ; 1
cão ; 1
da ; 3
das ; 1
de ; 12
devem ; 1
dia ; 1
diferente ; 1
diga ; 1
divulgação ; 1
divulguem ; 1
do ; 2
doce ; 1
don ; 2
dos ; 1
dê ; 1
e ; 10
em ; 1
encantos ; 1
enquanto ; 1
escolha ; 1
esquecido ; 1
essa ; 1
esse ; 1
esses ; 1
estranhas ; 2
eu ; 3
favorito ; 1
feira ; 1
feliz ; 2
ficou ; 1
filhote ; 1
final ; 1
fiquei ; 1
for ; 1
gatos ; 1
greve ; 1
http ; 1
i ; 6
inteligentes ; 1
isso ; 1
isto ; 1
it ; 2
j ; 2
jeito ; 1
já ; 1
lady ; 1
lar ; 2
lindo ; 2
lindos ; 1
livro ; 1
livros ; 1
m ; 2
mais ; 1
mandar ; 1
maravilhosa ; 1
mel ; 1
mesmas ; 1
mesmo ; 3
meu ; 1
meus ; 1
mil ; 1
minha ; 1
morrendo ; 1
motivo ; 1
mudem ; 1
muito ; 2
mundo ; 1
nada ; 1
negócio ; 1
nem ; 1
netinhos ; 1
no ; 4
nossa ; 1
não ; 1
o ; 2
os ; 2
outros ; 1
para ; 7
parece ; 1
partir ; 1
pensou ; 1
perfeição ; 1
pessoal ; 2
pessoas ; 3
pinheiro ; 1
por ; 2
porquinho ; 1
pouco ; 1
pra ; 1
precisem ; 1
preciso ; 1
pães ; 1
que ; 7
queimou ; 1
querendo ; 1
r ; 1
recordações ; 1
reorganizem ; 1
rir ; 1
se ; 2
sempre ; 1
sensacional ; 1
ser ; 1
sim ; 1
sobre ; 2
sobrou ; 1
somente ; 1
sou ; 1
suas ; 1
são ; 2
só ; 1
t ; 13
talvez ; 1
também ; 2
tecnologia ; 2
tenham ; 1
tenho ; 1
time ; 1
tinha ; 1
to ; 1
tão ; 2
um ; 7
uma ; 2
usp ; 1
vamos ; 2
vendo ; 1
ver ; 2
vidas ; 1
você ; 1
vocês ; 1
votar ; 1
vão ; 1
