word ; frequency
$emotion*$ ; 5
$foreign$ ; 59
$laugh$ ; 15
$name$ ; 123
$oov$ ; 43
a ; 57
abraçam ; 1
abusei ; 1
acabar ; 1
acabaram ; 1
acabei ; 1
acabo ; 1
acalma ; 1
acendendo ; 1
acha ; 2
acho ; 2
achou ; 1
acreditando ; 1
adicionar ; 1
adiciono ; 1
admiro ; 1
adora ; 1
adoram ; 1
adotiva ; 1
adultos ; 1
afinal ; 1
afro ; 1
agente ; 1
agora ; 4
aguardar ; 1
aguardem ; 1
aguardo ; 1
ah ; 1
ajuda ; 1
al ; 1
alcatrão ; 1
alegria ; 7
aleija ; 1
algemado ; 1
alguma ; 1
algumas ; 2
alguém ; 2
almoçar ; 1
alongar ; 1
alto ; 1
além ; 1
alívio ; 1
ambulante ; 1
amei ; 2
amiga ; 5
amigo ; 1
amigos ; 1
amo ; 13
amor ; 4
amore ; 4
amém ; 1
ando ; 1
anos ; 5
antes ; 1
ao ; 6
aos ; 2
apagou ; 2
apaixonei ; 1
apitada ; 1
aplasta ; 1
apoiado ; 1
aprender ; 1
aprendizagem ; 1
após ; 1
aquela ; 2
aqui ; 8
arma ; 1
as ; 8
asas ; 1
assado ; 1
assim ; 6
assinatura ; 1
assunto ; 1
atendo ; 1
atenção ; 1
atleta ; 1
atrapa ; 1
atuou ; 1
até ; 2
automaticamente ; 1
autorizou ; 1
ave ; 1
aí ; 9
baixo ; 1
bambina ; 1
bandidos ; 1
baratinho ; 1
batata ; 1
batendo ; 1
beijo ; 1
bem ; 7
boa ; 3
bom ; 4
bonita ; 1
bonitinho ; 1
br ; 1
brancos ; 1
brasileira ; 1
brilho ; 2
busca ; 1
cabe ; 1
cabelos ; 1
cabeça ; 2
cada ; 3
cadeias ; 1
cai ; 1
calma ; 1
calçada ; 1
caminho ; 1
canhão ; 1
canta ; 1
canções ; 1
cara ; 4
carinhosas ; 1
carne ; 1
carroça ; 1
carruagens ; 1
casa ; 3
catraca ; 1
celular ; 3
cena ; 1
certa ; 3
certeza ; 4
certo ; 2
chata ; 1
chega ; 3
cheirando ; 1
chocolates ; 2
chora-se ; 1
chá ; 1
circulando ; 1
cirurgião ; 1
cisco ; 1
civil ; 1
claro ; 2
cobra ; 1
coelhinho ; 1
coisa ; 8
coisas ; 4
colheres ; 1
colocar ; 1
coloco ; 1
colocou ; 1
com ; 37
comboio ; 1
come ; 2
comediante ; 1
comentário ; 1
comentários ; 1
cometo ; 1
começou ; 1
comigo ; 4
como ; 11
companhia ; 3
compartilhadas ; 1
compartilhando ; 1
compartilhar ; 1
comprei ; 1
comprometidas ; 1
conduzir ; 1
confessa ; 1
confiam ; 1
conhaque ; 1
conhecem ; 1
conhecemos ; 1
conheço ; 2
coniventes ; 1
conselho ; 1
constantemente ; 1
constrangido ; 1
constrangimento ; 1
construtiva ; 1
consulta ; 1
conta ; 1
contados ; 1
contaminem ; 1
contigo ; 1
continuará ; 1
contornos ; 1
conversando ; 1
conversar ; 1
conviver ; 1
cor ; 1
coragem ; 2
cores ; 2
costuma ; 1
couro ; 1
criança ; 2
crianças ; 3
criativas ; 1
criativo ; 1
cruzada ; 1
crônicas ; 1
cumprimenta ; 1
cumprimentar ; 1
curtirem ; 1
cá ; 1
câncer ; 1
céus ; 1
da ; 15
dais ; 1
daqui ; 1
dar ; 3
das ; 4
daí ; 1
de ; 67
decepcioná-los ; 1
decisão ; 1
degustações ; 1
dei ; 1
deixar ; 2
deixo ; 1
dela ; 2
delícia ; 2
demais ; 1
demente ; 1
demorar ; 1
dentro ; 8
depois ; 6
deram ; 1
derrubando ; 1
desaforo ; 1
desanimar ; 1
descendentes ; 1
desci ; 1
desconhecia ; 1
desconhecidamente ; 1
desenhado ; 1
desenhos ; 1
desestabiliza ; 1
desisto ; 1
desliguei ; 1
despedida ; 1
dessas ; 2
destino ; 1
deu ; 3
devagar ; 1
deve ; 2
deviam ; 1
devo ; 1
dia ; 4
diante ; 1
difícil ; 3
diga ; 1
dinossauro ; 2
diplomas ; 1
direita ; 1
disso ; 1
dito ; 1
diverti ; 1
dividido ; 1
dizer ; 2
dizeres ; 1
dizia ; 1
do ; 11
dobradura ; 1
dobrar ; 1
doce ; 1
doenças ; 1
dois ; 1
dormir ; 1
dos ; 4
duas ; 1
durante ; 2
duvida ; 1
dúvida ; 2
e ; 85
economia ; 1
ela ; 1
ele ; 4
em ; 15
embora ; 11
emocional ; 1
enchendo ; 1
encontro ; 1
encontros ; 1
encontrou ; 1
encôsto ; 1
energia ; 1
enfrentar ; 2
enoja ; 1
enquanto ; 1
entende ; 1
entendo ; 1
entraria ; 1
entre ; 1
então ; 3
era ; 5
errada ; 1
escancarada ; 1
escarola ; 1
esconder ; 2
escrita ; 1
escurece ; 1
escuro ; 1
esnoba ; 1
esperando ; 1
espia ; 1
esplendorosa ; 1
esqueceu ; 2
esquerda ; 1
essa ; 8
essas ; 2
esse ; 2
esses ; 2
esta ; 1
estamos ; 1
este ; 1
estivesse ; 4
estou ; 10
estrada ; 1
estresa ; 1
está ; 10
estão ; 4
esvaziando ; 1
etc ; 5
eterna ; 1
eu ; 31
exatamente ; 1
exatos ; 1
excelente ; 2
excluo ; 1
exemplo ; 1
existe ; 1
experimentarem ; 1
fabricado ; 1
fala ; 1
falar ; 1
faleceu ; 1
falei ; 1
falhei ; 1
falta ; 1
faltará ; 2
faltarás ; 8
famílias ; 1
fase ; 2
faz ; 3
fazem ; 1
fazer ; 6
feita ; 1
feridas ; 1
fez ; 2
fica ; 3
ficando ; 1
ficar ; 3
ficou ; 1
fileira ; 1
filha ; 2
filho ; 1
finalmente ; 1
fingir ; 1
fiquei ; 1
fisicamente ; 1
fiz ; 2
fofo ; 1
foi ; 4
fome ; 1
fominha ; 1
fomos ; 1
for ; 6
fora ; 3
forma ; 1
fosse ; 2
foto ; 5
fotos ; 2
franqueza ; 1
frito ; 1
fáceis ; 1
fácil ; 1
genial ; 1
gente ; 7
gentil ; 1
gordinho ; 1
gosta ; 2
gosto ; 2
governo ; 1
gracinha ; 1
guardo ; 1
haverá ; 1
he ; 4
hipnotizados ; 1
hoje ; 12
homem ; 2
homenagear ; 1
homens ; 1
horas ; 1
html ; 1
http ; 1
https ; 2
humilde ; 1
humor ; 1
i ; 1
ida ; 1
ideia ; 1
idéia ; 2
idêntica ; 2
imagens ; 2
imaginam ; 1
imaginando ; 1
imensidão ; 1
impossivelmente ; 1
impressão ; 1
in ; 2
inacessível ; 1
inbox ; 2
incomodar ; 1
indo ; 4
informação ; 1
ingenuidade ; 1
insensibilidade ; 1
inteligentes ; 1
interessada ; 1
interessante ; 1
interfonar ; 1
interfone ; 3
intérprete ; 1
inunda ; 1
inúmeros ; 1
iogurte ; 2
irmandade ; 1
irmã ; 2
irmão ; 1
isso ; 16
isto ; 1
jacaré ; 1
jamais ; 1
janela ; 1
janelas ; 1
jantando ; 1
jantar ; 1
juntos ; 1
juro ; 1
juventude ; 1
já ; 8
l ; 7
la ; 4
lado ; 3
lascado ; 1
lealdade ; 1
legal ; 1
leio ; 1
leite ; 1
lembra ; 1
lembrar ; 1
lembrei ; 1
ler ; 1
levar ; 1
levas ; 1
leve ; 1
leves ; 1
linda ; 1
lindas ; 1
lindo ; 1
link ; 1
lo ; 2
lobaiada ; 1
longe ; 1
louca ; 2
lugar ; 2
lá ; 5
lúcido ; 1
mais ; 15
mal ; 3
mala ; 1
manda ; 2
mando ; 1
mansas ; 1
maravilhosa ; 1
marcado ; 1
marcando ; 1
marcarem ; 1
marquês ; 5
mas ; 19
mata ; 1
me ; 38
medo ; 1
mel ; 1
melhor ; 2
menina ; 1
menos ; 3
mesma ; 2
mesmo ; 12
meu ; 9
meus ; 4
mexeu ; 2
mexo ; 1
mia ; 2
milagres ; 1
milhões ; 1
mim ; 6
minas ; 1
minha ; 12
minhas ; 1
minuto ; 1
mira ; 1
mistério ; 2
moleque ; 1
molho ; 1
morrer ; 1
morri ; 1
morte ; 1
morto ; 2
mostrar ; 1
mostruário ; 1
mudança ; 1
mudanças ; 1
mudará ; 2
muita ; 2
muitas ; 3
muito ; 12
mundo ; 3
mão ; 1
música ; 7
na ; 12
nada ; 11
nanar ; 1
nas ; 3
nem ; 8
nenhum ; 1
nervos ; 1
nessa ; 1
nesse ; 1
ninguém ; 2
nisso ; 1
no ; 12
noites ; 1
nome ; 2
norma ; 1
nos ; 5
nossa ; 5
nosso ; 1
nossos ; 2
novidade ; 1
novidades ; 1
numa ; 1
nunca ; 3
não ; 37
nós ; 1
o ; 42
obrigada ; 1
observo ; 2
obviamente ; 1
ocas ; 1
ocupada ; 1
odeio ; 1
ofende ; 1
ofensivo ; 1
oh ; 1
oi ; 1
olha ; 2
olhar ; 5
olho ; 2
olhos ; 2
onda ; 1
ontem ; 1
opaco ; 2
optou ; 1
ora ; 2
organização ; 1
os ; 8
ossos ; 1
ou ; 4
outra ; 3
outras ; 1
outro ; 1
ouvidos ; 1
paciente ; 1
paciência ; 1
pago ; 1
palavra ; 3
palavras ; 3
palitos ; 1
panelaço ; 1
papo ; 1
para ; 13
parabéns ; 2
parar ; 2
parece ; 1
paredes ; 1
pariu ; 1
parole ; 1
parte ; 1
partida ; 1
partiu ; 1
passear ; 1
passo ; 1
pecado ; 1
pede ; 2
pedir ; 1
pedras ; 1
pela ; 2
pelo ; 1
pensamentos ; 1
pensar ; 3
pense ; 1
pensei ; 1
penso ; 1
pensou ; 1
per ; 1
percebe ; 1
perder ; 1
perdão ; 1
pereira ; 5
pergunta ; 1
perigosos ; 1
perplexo ; 1
pescoço ; 1
peso ; 1
pessimismo ; 1
pessimista ; 1
pessoa ; 7
pessoas ; 7
picando ; 1
piores ; 1
placa ; 1
plena ; 2
plutão ; 1
plástica ; 1
pode ; 6
podemos ; 1
poderias ; 1
poemas ; 1
poesia ; 1
poeta ; 1
pois ; 1
polícia ; 1
ponto ; 1
por ; 15
porcaria ; 2
porque ; 18
possa ; 1
posso ; 1
possível ; 1
postando ; 1
postar ; 2
posto ; 1
poucas ; 1
pouco ; 1
pra ; 23
precisam ; 1
preciso ; 2
preconceito ; 2
presa ; 1
preço ; 2
principalmente ; 1
privilégio ; 2
pro ; 3
problema ; 1
problemas ; 1
pronto ; 1
propósito ; 1
prosa ; 1
publicarem ; 1
pura ; 4
pururuca ; 1
puta ; 3
puxado ; 1
páginas ; 1
pé ; 1
pílulas ; 1
quadro ; 1
qualquer ; 1
quando ; 11
quarta ; 1
quarto ; 3
quase ; 5
quatro ; 2
que ; 87
quebrada ; 1
quem ; 18
querer ; 1
queria ; 1
querida ; 1
quero ; 3
questionamentos ; 1
quiser ; 3
quê ; 1
r ; 1
ranger ; 1
raça ; 1
reafirmar ; 1
real ; 4
realidade ; 1
realizações ; 1
recebi ; 1
recompensa ; 1
redes ; 1
religião ; 1
representante ; 1
repuxado ; 1
resfriado ; 2
resgate ; 1
respeitar ; 1
respondo ; 1
retrucar ; 1
rezar ; 1
rindo ; 1
riqueza ; 1
rir ; 3
roubar ; 1
roubei ; 1
rugas ; 1
rápido ; 1
sabe ; 3
sabedoria ; 1
sabendo ; 2
saber ; 2
saberiam ; 1
sacudidela ; 1
saiba ; 2
saindo ; 1
saio ; 1
saiu ; 1
santo ; 1
sarau ; 1
saíram ; 1
se ; 29
seguida ; 1
seguinte ; 1
seguintes ; 1
seguir ; 1
sei ; 4
seja ; 1
selecionando ; 1
sem ; 4
sempre ; 4
sensação ; 1
sentido ; 1
sentir ; 2
sento ; 2
senão ; 1
ser ; 11
serei ; 1
serenidade ; 1
seres ; 1
será ; 3
seu ; 3
seus ; 2
sexta-feira ; 1
si ; 5
simples ; 2
sinto ; 3
sirva ; 2
sobre ; 1
sociais ; 1
social ; 1
sofrimentos ; 1
soja ; 1
solidariedade ; 1
solidão ; 3
sonhar ; 2
sonho ; 2
sonhos ; 1
sono ; 1
sorriso ; 2
sou ; 4
soubesse ; 1
soubessem ; 1
sozinha ; 1
spam ; 1
sua ; 1
sugestão ; 1
sumirem ; 1
super ; 1
supermercado ; 1
são ; 2
século ; 1
sério ; 1
síndrome ; 1
só ; 20
tabacaria ; 2
tal ; 2
talvez ; 1
também ; 5
tanto ; 3
tarde ; 2
tchau ; 1
te ; 22
televendas ; 1
tem ; 11
tempo ; 2
tenha ; 2
tenho ; 2
tentaram ; 1
tento ; 1
ter ; 2
terceira ; 1
terceiríssimo ; 1
teremos ; 1
terminou ; 1
terrível ; 1
teu ; 1
teve ; 1
textos ; 1
tias ; 1
tinha ; 2
tio ; 1
tirar ; 1
tivesse ; 1
to ; 4
toca ; 1
toda ; 3
todas ; 1
todos ; 7
tomada ; 1
tomar ; 1
topam ; 1
torcendo ; 1
tornando-se ; 1
torres ; 2
torta ; 1
totalmente ; 1
trabalho ; 1
traficante ; 1
trampo ; 2
transparência ; 1
traseiras ; 1
triste ; 1
trocar ; 1
tropeçando ; 1
trouxe ; 1
trovo ; 1
tráfico ; 1
tu ; 3
tua ; 3
tuas ; 1
tudo ; 11
tão ; 3
tédio ; 1
tóxica ; 1
um ; 19
uma ; 23
umas ; 2
umidade ; 1
una ; 1
uns ; 4
usa ; 1
uso ; 1
v ; 1
vaca ; 1
vagalume ; 1
vai ; 13
valeu ; 1
valor ; 2
vazio ; 1
veio ; 1
vejo ; 2
vem ; 2
vencido ; 1
vendas ; 1
vendo ; 1
vento ; 2
ver ; 1
verdade ; 6
verdadeira ; 1
verdadeiro ; 1
verdadeiros ; 1
verem ; 1
vermelho ; 1
versos ; 1
vez ; 2
vezes ; 1
vi ; 1
via ; 5
vida ; 7
vidas ; 1
violinista ; 1
visualizam ; 1
viu ; 3
vive ; 2
viver ; 1
viverei ; 1
vivida ; 1
vivo ; 1
voar ; 1
você ; 15
vocês ; 3
volta ; 1
volte ; 1
vomitando ; 1
vou ; 5
voz ; 1
vão ; 1
www ; 3
y ; 3
à ; 3
é ; 37
época ; 1
éramos ; 1
êxtase ; 1
ó ; 4
óbvio ; 1
ônibus ; 1
única ; 2
