word ; frequency
$emotion+$ ; 2
$foreign$ ; 33
$laugh$ ; 31
$name$ ; 117
$oov$ ; 3
a ; 33
acento ; 1
acharam ; 1
achei ; 3
acho ; 1
alegrias ; 1
alemão ; 1
algumas ; 1
alguém ; 1
altura ; 2
amigas ; 1
amigos ; 1
amo ; 2
amor ; 1
aniversário ; 2
anos ; 4
apaixonado ; 1
apaixonei ; 1
apesar ; 2
aprendendo ; 1
apresenta ; 1
aprovada ; 1
aproximação ; 1
aqui ; 1
as ; 2
assustadora ; 1
aumenta ; 1
aí ; 2
banguelas ; 1
barco ; 1
batata ; 1
beijos ; 2
bem ; 1
boa ; 1
bom ; 2
bonitinha ; 1
brilhando ; 1
brincadeira ; 1
cabeça ; 1
cachoeira ; 1
camisa ; 1
cara ; 2
casa ; 2
casados ; 2
caso ; 1
castelo ; 2
celebridade ; 1
cena ; 1
chegando ; 3
chinês ; 2
churrasco ; 1
city ; 1
com ; 13
combinar ; 1
comemoração ; 1
como ; 4
conheceu ; 1
conteúdo ; 1
continuar ; 1
contrário ; 1
corpo ; 2
corrente ; 1
costurada ; 1
coube ; 1
crianças ; 1
cumpriu ; 1
curandeirismo ; 1
curtinho ; 1
câmara ; 1
céus ; 1
da ; 7
dando ; 1
dar ; 2
das ; 2
de ; 34
dele ; 1
demais ; 1
dentro ; 1
depois ; 1
desafiado ; 1
desafiar ; 1
desafio ; 2
descabela ; 1
descer ; 1
descobrir ; 1
desde ; 1
dessa ; 1
deu ; 2
deveria ; 1
devo ; 1
dez ; 1
dia ; 4
difícil ; 1
distância ; 1
diva ; 1
do ; 8
don ; 1
dos ; 5
duas ; 3
durante ; 1
e ; 23
educado ; 1
ela ; 1
em ; 7
encantadora ; 1
entre ; 1
entrega ; 1
era ; 3
eram ; 1
escola ; 1
escrita ; 1
espanhol ; 1
espera ; 1
esperando ; 1
espero ; 2
espírito ; 1
essa ; 1
esse ; 3
esteja ; 1
estivermos ; 1
estou ; 1
está ; 3
estátua ; 1
estúpidas ; 1
eu ; 6
facilidade ; 1
facilitar ; 1
falta ; 1
faro ; 3
feito ; 1
felicidades ; 1
feliz ; 3
festa ; 2
ficar ; 1
ficaram ; 1
ficava ; 1
fila ; 1
filme ; 1
fim ; 1
final ; 3
finalmente ; 1
fizeram ; 1
foi ; 2
for ; 2
formandos ; 1
formatura ; 3
foto ; 2
francês ; 1
fresca ; 1
frita ; 1
férias ; 1
ganhar ; 1
gelada ; 1
gelado ; 1
genial ; 1
gente ; 2
gordas ; 1
gosto ; 1
gostou ; 1
grande ; 1
grandes ; 1
gravada ; 1
gringa ; 1
guias ; 1
gás ; 1
he ; 1
hoje ; 1
holocausto ; 1
homem ; 1
horas ; 3
horário ; 1
http ; 4
https ; 1
húngaro ; 1
i ; 2
identificação ; 1
importante ; 2
incrível ; 1
inglês ; 1
inteligente ; 1
inveja ; 2
it ; 1
jantar ; 1
japonês ; 1
jardim ; 1
jornalismo ; 1
judeus ; 3
junto ; 1
juntos ; 1
já ; 2
l ; 1
ligada ; 1
lindas ; 2
lindo ; 2
lista ; 2
livro ; 1
livros ; 1
lição ; 1
logo ; 1
lugar ; 1
lá ; 1
m ; 1
mais ; 7
mal ; 1
maloqueiros ; 1
manhã ; 1
maravilhoso ; 1
mas ; 3
matando ; 1
matar ; 1
me ; 5
melhor ; 1
memorial ; 1
menos ; 1
mesmo ; 2
metros ; 1
meu ; 3
meus ; 2
mim ; 2
minha ; 1
miss ; 1
misturaram ; 1
mora ; 1
morra ; 1
morram ; 1
morro ; 1
mover ; 1
muitas ; 1
muito ; 11
mundo ; 1
mural ; 1
mãe ; 1
na ; 4
nada ; 2
nadando ; 1
nadar ; 1
nasceram ; 1
nascesse ; 1
nazista ; 1
negócio ; 1
nesse ; 1
no ; 2
novo ; 1
não ; 8
o ; 20
obrigada ; 1
obstetrícia ; 2
of ; 1
ofereço ; 1
olhos ; 2
onde ; 1
online ; 1
open ; 3
ordem ; 1
orgulho ; 1
os ; 8
ou ; 1
outra ; 1
outros ; 1
pai ; 2
palavra ; 1
para ; 7
parabéns ; 1
parecia ; 1
passa ; 1
passo ; 1
pega ; 1
peguei ; 1
pela ; 4
pelos ; 1
pena ; 1
perna ; 1
pernas ; 1
pessoa ; 1
pessoas ; 1
picareta ; 1
piscina ; 1
pode ; 1
poema ; 3
por ; 4
porque ; 1
posso ; 1
possuíam ; 1
possuídos ; 1
postar ; 1
pouco ; 2
poética ; 1
pra ; 3
praia ; 1
prazo ; 1
precisei ; 1
preferida ; 1
preocupações ; 1
primeira ; 2
primeiro ; 1
princesa ; 1
promoção ; 1
prontos ; 1
proposto ; 1
publicação ; 1
qual ; 1
quando ; 5
quanto ; 1
quarto ; 1
quase ; 1
que ; 25
quem ; 1
queridos ; 1
quero ; 1
r ; 2
radical ; 1
realmente ; 1
rebeca ; 3
relaxa ; 1
reparar ; 1
representa ; 1
responsável ; 3
resto ; 2
russo ; 1
saudade ; 2
saudades ; 4
saúde ; 2
se ; 6
seguindo ; 2
segunda ; 1
segurança ; 1
sem ; 1
semana ; 2
semestre ; 1
sempre ; 2
ser ; 3
seu ; 1
seus ; 1
sim ; 2
sinto ; 2
sobre ; 2
sonhando ; 1
sono ; 1
sonora ; 1
sorte ; 1
sou ; 4
ss ; 2
still ; 1
sua ; 2
são ; 2
símbolo ; 1
só ; 4
t ; 1
tabaco ; 1
talentosas ; 1
também ; 1
tava ; 1
te ; 1
tem ; 2
tenha ; 3
tenho ; 1
ter ; 1
terceira ; 1
terra ; 1
tinha ; 1
tirar ; 2
tire ; 1
to ; 2
todos ; 1
trabalho ; 1
transcrever ; 1
trilha ; 1
tudo ; 1
tão ; 1
têm ; 1
um ; 10
uma ; 8
usado ; 1
v ; 3
vale ; 1
valeu ; 2
vamos ; 1
veio ; 1
velhos ; 1
ver ; 1
verdade ; 1
versão ; 1
verá ; 1
vez ; 2
vi ; 3
viagem ; 1
vir ; 2
visitar ; 1
você ; 7
vocês ; 6
volta ; 1
voltar ; 1
voltinha ; 1
voltou ; 1
votos ; 2
vou ; 1
vão ; 1
vídeo ; 2
www ; 3
à ; 2
água ; 1
águas ; 1
é ; 10
