word ; frequency
$emotion*$ ; 2
$emotion-$ ; 2
$foreign$ ; 9
$laugh$ ; 45
$name$ ; 50
$oov$ ; 3
a ; 25
abusado ; 1
acabou ; 2
aceitam ; 1
achar ; 2
acho ; 1
aconteçam ; 1
acredite ; 1
adorei ; 1
advém ; 1
africano ; 1
afundo ; 1
agora ; 1
agradecer ; 1
alguém ; 2
aliviar ; 1
almas ; 1
alterar ; 1
ama ; 1
ame ; 1
ame-se ; 1
amiga ; 1
amigo ; 1
amo ; 1
amor ; 10
amores ; 1
amplie ; 1
amável ; 1
angústias ; 1
anos ; 2
ao ; 5
apaixonada ; 1
apaixonado ; 1
apaixonei ; 1
apenas ; 1
aprender ; 1
aproximando ; 1
aquecer ; 1
aquela ; 1
aquelas ; 1
aquele ; 1
aranha ; 1
arrisca ; 1
as ; 4
asa ; 1
assim ; 3
atraente ; 1
até ; 2
automaticamente ; 1
avalanche ; 1
aventuras ; 1
avise ; 1
aí ; 1
bacana ; 1
barros ; 1
batom ; 1
bebê ; 1
beijos ; 1
bem ; 3
bolo ; 1
bom ; 2
brejo ; 1
cabeça ; 1
cada ; 1
cafona ; 1
caminhos ; 2
cancelados ; 1
cansei ; 1
cantou ; 1
cara ; 2
casa ; 1
casava ; 1
centavos ; 2
certa ; 1
certo ; 1
chama ; 3
chega ; 1
chegamos ; 1
chegar ; 1
chuva ; 1
cidades ; 1
cigana ; 1
cinema ; 1
coisa ; 1
coisas ; 2
coleção ; 1
com ; 8
como ; 6
companhia ; 1
compartilhado ; 1
compartilhamos ; 1
comprar ; 1
compreender ; 1
conectam ; 1
confidenciando ; 1
confiscado ; 1
conhece ; 1
conhecemos ; 1
conhecido ; 2
conosco ; 1
constrangedor ; 1
constrói ; 1
contar ; 1
continuam ; 1
convenço ; 1
conversa ; 1
conversar ; 1
correr ; 2
correção ; 1
cotidiano ; 1
cruz ; 1
culpa ; 1
cumpriram ; 1
cural ; 1
céu ; 1
da ; 9
damos ; 1
danço ; 1
dar ; 2
das ; 3
de ; 23
deboísmo ; 1
definitivo ; 1
deixa ; 3
deixamos ; 3
deixar ; 1
demais ; 2
dentro ; 1
depois ; 2
descuido ; 2
desfrutado ; 1
desgastante ; 1
desgosto ; 1
desperdício ; 1
dessa ; 1
dessas ; 1
devolva ; 1
dia ; 2
direção ; 1
divando ; 1
diz ; 1
do ; 4
dobro ; 1
dois ; 1
dor ; 3
dragão ; 1
dê ; 1
dói ; 1
e ; 33
egoísta ; 1
ela ; 3
ele ; 7
em ; 7
entende ; 1
então ; 1
envelhecemos ; 1
era ; 1
esbarro ; 1
escolho ; 1
esperam ; 2
espero ; 1
espinhos ; 2
espontaneidade ; 1
espírito ; 1
esquece ; 1
esquecemos ; 1
esquecer ; 1
esquivando-se ; 1
essa ; 3
esse ; 5
estar ; 2
estivesse ; 1
estou ; 1
está ; 3
estão ; 1
eternidade ; 1
eu ; 13
euforia ; 1
experimentar ; 1
extraordinário ; 1
falado ; 1
falar ; 1
faltava ; 1
faz ; 1
faça ; 1
faço ; 1
felicidade ; 1
feliz ; 2
fez ; 1
filhos ; 1
filme ; 1
fofo ; 1
fogo ; 1
foi ; 2
foram ; 1
fortes ; 1
forças ; 1
frente ; 1
futuro ; 2
ganhe ; 1
gatas ; 1
gatinho ; 1
gente ; 5
gerou ; 1
gostaríamos ; 3
hoje ; 2
homem ; 1
horas ; 1
horizontes ; 1
humanas ; 1
há ; 1
idiota ; 1
igual ; 1
iludindo ; 1
imagina ; 1
impaciente ; 1
impedindo ; 1
implorar ; 1
importe ; 1
incomode ; 1
inevitável ; 1
infância ; 1
inocentes ; 1
intenso ; 1
intenção ; 1
interessada ; 1
interpretar ; 1
ir ; 1
irrealizadas ; 1
isso ; 8
janela ; 1
jogue ; 1
julgar ; 1
junto ; 1
já ; 2
lado ; 1
legenda ; 1
lembrando ; 1
lembro ; 1
liga ; 3
lindas ; 1
lindezas ; 1
lindinha ; 1
livre ; 1
livres ; 1
livros ; 1
lições ; 1
lobo ; 1
logo ; 1
lugar ; 1
léu ; 1
mais ; 13
manda ; 1
mania ; 1
maravilhoso ; 1
mas ; 7
mate ; 1
mau ; 1
me ; 4
meia ; 1
melhor ; 1
melhores ; 1
menino ; 1
menos ; 2
meritocracia ; 1
mesmo ; 1
mestre ; 1
meu ; 3
mexo ; 1
migas ; 1
mil ; 1
milho ; 1
mim ; 2
minha ; 5
minhas ; 1
momento ; 1
momentos ; 1
morrer ; 3
moça ; 3
muito ; 2
mulher ; 2
mulheres ; 1
mãe ; 1
móveis ; 1
na ; 5
nada ; 2
nadar ; 1
namorar ; 1
nariz ; 1
nas ; 1
necessário ; 2
nem ; 1
ninguém ; 2
nisso ; 1
no ; 3
nos ; 7
nossa ; 2
nossas ; 3
nosso ; 4
nunca ; 1
não ; 22
nós ; 3
o ; 24
oi ; 2
olha ; 1
olhar ; 1
olimpíada ; 1
opcional ; 1
os ; 6
ou ; 2
ouriço ; 1
outra ; 2
outros ; 1
ouvir ; 1
paga ; 1
pago ; 2
palavras ; 1
pamonha ; 1
para ; 10
parabéns ; 2
passamos ; 1
pela ; 2
pelas ; 1
pele ; 1
pensar ; 1
perdemos ; 1
perdeu ; 1
perfeito ; 1
personagem ; 1
pessoa ; 1
pessoas ; 1
pimenta ; 1
pisar ; 2
planeta ; 1
poderíamos ; 1
poesia ; 1
político ; 1
por ; 15
porque ; 6
pouco ; 1
poxinha ; 1
pra ; 5
precisa ; 2
prender ; 1
primeiro ; 2
pro ; 1
professor ; 2
profundas ; 1
projeções ; 1
prova ; 1
prudência ; 1
prêmio ; 1
próprio ; 1
próprios ; 1
pule ; 1
pérolas ; 2
quais ; 1
qual ; 1
quando ; 1
quanto ; 2
que ; 49
queijo ; 1
quem ; 4
querido ; 1
quiser ; 2
quão ; 1
quê ; 1
razoável ; 1
resposta ; 1
ridículo ; 1
roque ; 1
rugas ; 1
sabe ; 2
sabor ; 1
saia ; 1
salvar ; 2
sapato ; 1
sapo ; 1
se ; 11
seguir ; 1
sei ; 1
seja ; 2
sem ; 1
sempre ; 4
sendo ; 1
sentimento ; 1
sentir ; 1
ser ; 4
seria ; 2
será ; 1
seus ; 1
shows ; 1
silêncio ; 1
silêncios ; 1
sim ; 5
simples ; 2
simplesmente ; 1
sistema ; 1
sobre ; 1
socorro ; 3
sofremos ; 6
sofrer ; 2
sofrimento ; 2
sol ; 1
somente ; 1
sonhadas ; 1
sonhamos ; 1
sonhar ; 1
sorte ; 2
sou ; 2
sp ; 1
sua ; 1
suas ; 3
sufocada ; 1
só ; 4
também ; 3
tanto ; 1
te ; 2
tem ; 4
temos ; 1
tempo ; 2
tendo ; 1
tenho ; 3
ter ; 4
termos ; 1
teu ; 1
teus ; 2
tido ; 1
time ; 1
tire ; 1
tivemos ; 1
tiver ; 1
tivesse ; 1
todas ; 3
todos ; 6
tome ; 1
torre ; 1
torturar ; 1
trabalho ; 1
tranças ; 1
trinta ; 2
triste ; 1
tropeço ; 1
tudo ; 2
tão ; 3
um ; 12
uma ; 3
usamos ; 1
ué ; 1
v ; 2
vai ; 3
vamos ; 1
vantagem ; 1
veja ; 1
ver ; 1
verdadeiro ; 1
vergonha ; 1
vermelho ; 1
verso ; 1
vestido ; 2
vez ; 2
vi ; 1
vida ; 7
virá ; 1
vista ; 2
visto ; 1
viva ; 1
vivendo ; 1
viver ; 1
vividas ; 1
vivido ; 1
vivo ; 1
voando ; 1
você ; 10
vocês ; 3
volta ; 1
volte ; 1
vontade ; 1
vou ; 1
voz ; 1
vão ; 1
vê ; 1
x ; 2
à ; 2
é ; 17
