word ; frequency
$emotion*$ ; 2
$emotion-$ ; 1
$foreign$ ; 382
$laugh$ ; 1
$name$ ; 234
$oov$ ; 10
a ; 190
abana ; 1
abandonou ; 1
abertamente ; 1
abertura ; 2
aborto ; 2
abraçar ; 1
abraçou ; 1
abrir ; 1
abster-se ; 1
absurda ; 1
acastelada ; 1
aceitando ; 1
aceitar ; 1
aceitava ; 1
aceite ; 1
acesso ; 1
acha ; 1
ache ; 1
achei ; 1
acho ; 2
achou ; 1
acima ; 2
acontecer ; 1
aconteceu ; 2
acredita ; 2
acreditar ; 2
acredito ; 1
acusa ; 1
acusada ; 1
acusado ; 2
acusar ; 1
adeus ; 2
adianta ; 1
adiantado ; 1
adoção ; 1
adversária ; 1
afinal ; 1
afins ; 1
afirma ; 2
afirmações ; 3
afirmou ; 2
africano ; 1
africanos ; 3
afundando ; 1
agenda ; 1
agendamento ; 1
agilidade ; 1
agiu ; 1
agora ; 7
agremiação ; 2
agressor ; 1
agüenta ; 1
ah ; 1
aids ; 1
ainda ; 6
ajudar ; 1
ajudou ; 1
algo ; 1
algum ; 1
algumas ; 3
alguns ; 6
alguém ; 5
alheia ; 2
alheio ; 1
alianças ; 2
aliás ; 2
alma ; 1
almoço ; 1
alta ; 1
alto ; 2
aludir ; 1
aluguel ; 1
aluna ; 2
aluno ; 2
alunos ; 2
alvo ; 4
além ; 4
amaldiçoado ; 1
amaldiçoados ; 2
ameaças ; 1
amigos ; 3
amo ; 1
amor ; 4
ampla ; 1
amplamente ; 1
amputação ; 1
analfabeto ; 1
analfabetos ; 1
analisar ; 2
analista ; 1
analítica ; 2
ancestral ; 1
andava ; 1
animamos ; 1
aniquilando ; 1
aniversário ; 3
ano ; 4
anos ; 1
anteontem ; 1
anteriores ; 1
anteriormente ; 1
antes ; 4
anti ; 2
anti-nacional ; 1
anti-povo ; 1
anti-pt ; 1
anticoncepcional ; 1
antigo ; 1
antipedagógica ; 1
antipetismo ; 1
anunciado ; 1
anunciou ; 1
análise ; 1
ao ; 23
aos ; 6
apagão ; 1
aparelho ; 1
apartheid ; 1
apenas ; 2
apesar ; 1
apoia ; 1
apoiarão ; 1
apoio ; 3
apoios ; 1
aprenda ; 1
aprendi ; 1
apresentar ; 1
aproveitando ; 2
aproveitar ; 1
aprovou ; 1
aptos ; 1
apurar ; 1
após ; 2
aquela ; 2
aquele ; 2
aqueles ; 1
aqui ; 4
ar ; 1
arbitrariedades ; 1
arbitrárias ; 1
are ; 11
argumentam ; 1
argumento ; 1
arquivou ; 1
arrematadas ; 1
arrocho ; 1
arrumar ; 1
as ; 27
aspectos ; 1
assassinas ; 1
assembleia ; 2
assembleísta ; 1
assessor ; 1
assim ; 3
assinando ; 1
associar ; 2
associação ; 2
associações ; 1
assustador ; 1
astecas ; 1
atacada ; 1
atacados ; 1
atacar ; 2
ataque ; 2
ataques ; 4
atemporal ; 1
atendimento ; 1
atentado ; 1
atenção ; 2
atestando ; 1
ativismo ; 1
ato ; 3
ator ; 2
atrasou ; 1
através ; 1
atribuem ; 1
atrás ; 1
atuais ; 2
atual ; 1
até ; 8
aulas ; 1
aumento ; 1
autonomia ; 1
autorizou ; 1
autorregulação ; 1
avanços ; 1
aviso ; 1
avião ; 3
azul ; 1
aí ; 10
baby ; 1
badalado ; 1
bairro ; 1
baixa ; 2
baixo ; 1
banalização ; 1
banana ; 1
bancada ; 1
banco ; 1
bancos ; 1
banheiro ; 1
banqueira ; 1
banqueiro ; 1
banqueiros ; 1
bar ; 1
base ; 1
bastante ; 1
batendo ; 1
bater ; 1
batidas ; 1
beijam ; 1
bela ; 1
bem ; 6
beneficiem ; 1
beneficiários ; 2
bens ; 1
bilhete ; 1
blindar ; 1
bloquear ; 1
boa ; 3
bolsa ; 5
bom ; 4
bonecões ; 1
bonita ; 1
bons ; 1
boys ; 2
branco ; 1
brancos ; 1
brasileira ; 3
brasileiro ; 1
breve ; 2
brigadeiro ; 1
brigava ; 1
brincadeira ; 1
bruto ; 1
burrice ; 1
burro ; 1
busca ; 4
bárbaro ; 1
bênçãos ; 1
búfalo ; 1
cabelo ; 1
cacete ; 1
cada ; 1
cadê ; 2
caibo ; 1
calor ; 1
caminha ; 1
camisa ; 1
campanha ; 4
campeonatos ; 1
campeão ; 1
campeões ; 1
campos ; 1
candidata ; 4
candidatar ; 1
candidato ; 1
candidatura ; 2
caneta ; 2
caos ; 2
