word ; frequency
$foreign$ ; 120
$laugh$ ; 7
$name$ ; 102
$oov$ ; 14
a ; 25
abre ; 1
abrir ; 1
aceitar ; 1
adora ; 1
agora ; 3
ainda ; 2
ajeita ; 1
ajudar ; 1
algo ; 1
alguém ; 1
alma ; 1
alto ; 1
alturas ; 1
am ; 1
amanhã ; 1
amar ; 2
amei ; 1
amiga ; 1
amigos ; 1
amor ; 3
amém ; 1
anatomia ; 1
anda ; 1
anos ; 2
antes ; 1
aos ; 3
aparecer ; 2
apareceu ; 1
aprende ; 2
aprendizagem ; 1
aprimorando ; 1
aquecimento ; 1
aquele ; 1
aqui ; 4
aquário ; 1
arriscada ; 1
as ; 10
assim ; 4
atenção ; 1
atualmente ; 1
até ; 4
avenida ; 1
avó ; 1
azul ; 1
aí ; 2
ba ; 1
baldaquino ; 1
banho ; 1
banidos ; 1
base ; 1
beijos ; 1
belezuras ; 1
belíssima ; 1
bem ; 1
big ; 1
blues ; 1
boa ; 2
boteco ; 1
brigadeiro ; 1
brinquedo ; 1
cada ; 2
caixa ; 1
calor ; 1
canal ; 1
capeta ; 1
caracol ; 1
carapuça ; 1
carroça ; 1
casal ; 1
centro ; 1
cerveja ; 1
chega ; 1
cheio ; 1
chocolate ; 1
chuva ; 2
cidade ; 5
cidades ; 2
cinzenta ; 1
clima ; 1
coisa ; 1
colocar ; 1
com ; 2
como ; 1
considerado ; 1
constar ; 1
construía ; 1
contemplam-na ; 1
conter ; 1
contínuas ; 1
coração ; 2
corresponde ; 1
cu ; 1
culto ; 1
céu ; 1
círculo ; 1
cômodo ; 1
da ; 5
das ; 4
de ; 37
deixa ; 1
deixar ; 2
deixe ; 1
delícia ; 1
den ; 1
dentro ; 1
depois ; 1
desejando ; 1
desejos ; 1
deslizando ; 1
dessecado ; 1
desses ; 1
deste ; 1
deuses ; 1
devem ; 1
deveria ; 1
devo ; 1
dia ; 1
diferenças ; 1
dividido ; 1
divulgação ; 1
dizendo ; 1
dizia ; 1
do ; 11
doer ; 1
dor ; 1
dos ; 1
duas ; 1
dum ; 1
duvido ; 1
e ; 15
ela ; 1
elefantes ; 1
eletrônico ; 1
em ; 10
embora ; 1
encontre ; 1
encontrou ; 1
enquanto ; 1
entenderão ; 1
entrando ; 1
entre ; 1
entrega ; 2
era ; 2
erguia ; 1
es ; 1
escolhem ; 1
escolher ; 1
esfera ; 3
esferas ; 2
espaço ; 1
espia ; 1
espiral ; 1
essa ; 1
esse ; 1
estando ; 1
estar ; 1
estou ; 2
estrelas ; 2
está ; 3
eu ; 7
exige ; 1
existe ; 1
existem ; 1
falar ; 1
favor ; 1
favorito ; 1
faz ; 1
fazedor ; 1
feito ; 1
felicitômetro ; 1
feliz ; 1
fia ; 1
ficar ; 1
floresce ; 1
fofa ; 1
forma ; 1
formamos ; 1
formas ; 1
fortemente ; 1
frio ; 1
fugir ; 1
fui ; 2
futuro ; 1
fácil ; 2
g ; 1
ganhei ; 1
gatinho ; 1
globo ; 1
grande ; 2
habitantes ; 1
haja ; 1
havia ; 2
hoje ; 2
hot ; 1
há ; 1
i ; 4
ideal ; 1
igualmente ; 1
imagina ; 1
imaginado ; 1
imaginando-se ; 1
império ; 1
in ; 2
incomodar ; 1
inferno ; 5
invisíveis ; 2
ir ; 1
irmão ; 1
isso ; 3
jantar ; 1
jovem ; 1
juntos ; 1
já ; 5
lata ; 1
lembrou ; 1
linda ; 3
lindo ; 2
lindos ; 1
living ; 1
longe ; 1
loureiro ; 1
lá ; 2
macumba ; 1
maioria ; 1
mais ; 7
maneiras ; 1
mas ; 5
me ; 2
medusas ; 1
meio ; 1
melancia ; 1
mesma ; 1
metal ; 1
metrópole ; 1
meu ; 4
minarete ; 1
minha ; 3
miniatura ; 1
minuto ; 1
missa ; 1
modelo ; 2
modo ; 1
mu ; 1
muito ; 1
mundo ; 1
museu ; 1
mágico ; 1
máquina ; 1
mãe ; 2
na ; 3
namorado ; 1
nas ; 1
nascendo ; 1
necessário ; 1
nem ; 3
ninguém ; 1
no ; 14
noite ; 1
normal ; 1
nossa ; 1
nosso ; 1
novo ; 5
numa ; 1
nunca ; 1
não ; 14
o ; 28
of ; 3
ofender ; 1
oi ; 2
olha ; 3
onde ; 1
ontem ; 1
os ; 2
ou ; 5
out ; 1
outra ; 4
outras ; 1
outro ; 1
outros ; 1
ouvir ; 1
palácio ; 2
para ; 5
pare ; 1
parte ; 1
passava ; 1
paz ; 1
pedra ; 2
pega ; 1
peixe ; 1
pela ; 1
pelo ; 1
pequenas ; 1
percebê-lo ; 1
percorrendo ; 1
perdeu ; 2
pessoas ; 1
piadas ; 1
pirlimpimpim ; 1
podido ; 1
pois ; 2
ponto ; 1
por ; 3
porque ; 3
porto ; 2
possível ; 2
pouco ; 1
poucos ; 1
pra ; 7
presente ; 1
preservá-lo ; 1
presto ; 1
preto ; 1
primavera ; 1
primeira ; 1
problema ; 1
procurando ; 1
propósito ; 1
protejam-se ; 1
pt ; 1
pub ; 1
putos ; 1
pênaltis ; 1
pó ; 1
qual ; 2
quando ; 1
quanto ; 1
que ; 20
quem ; 5
quer ; 2
r ; 1
razão ; 1
reais ; 1
reconhecer ; 1
refletidos ; 1
refrescar ; 1
religião ; 2
representação ; 1
reservada ; 1
rezar ; 1
reúne ; 1
rock ; 2
rude ; 1
sabe ; 1
saber ; 1
saco ; 1
sacrificar ; 1
safe ; 1
satã ; 1
saudade ; 1
saudades ; 2
se ; 12
seguinte ; 1
segunda ; 1
sejam ; 1
sempre ; 1
sendo ; 1
senhora ; 1
sentar ; 1
servir ; 1
será ; 3
seu ; 6
seus ; 2
show ; 1
sido ; 2
sininho ; 1
sinto ; 1
sobre ; 1
sofrer ; 1
solidão ; 1
sonhando ; 1
sorvete ; 1
sou ; 2
spread ; 1
still ; 1
stm ; 1
sua ; 2
supostas ; 1
sustentar ; 1
sábia ; 1
são ; 3
sê-lo ; 1
só ; 3
t ; 3
tal ; 1
tanto ; 1
tarde ; 1
tchau ; 1
temos ; 1
tempo ; 1
tempos ; 4
tentar ; 1
tentativa ; 1
teria ; 1
terreiro ; 1
tivesse ; 2
to ; 3
todas ; 3
todos ; 1
tomar ; 4
tornado ; 1
tornar-se ; 1
trabalho ; 1
transformou ; 1
transformá-la ; 1
trem ; 1
trás ; 1
tudo ; 1
técnica ; 1
um ; 13
uma ; 6
umas ; 2
ungido ; 1
uns ; 1
usp ; 1
vai ; 2
valeu ; 1
vamos ; 2
velho ; 1
vendo ; 1
vez ; 1
vi ; 1
vidro ; 3
vinho ; 1
virgens ; 1
visitam ; 1
viu ; 1
vivemos ; 1
viver ; 1
vivos ; 1
você ; 5
vocês ; 1
voltar ; 1
vê-se ; 1
wen ; 1
xarope ; 1
à ; 1
águas ; 1
é ; 18
épocas ; 1
ó ; 1
óleo ; 1
última ; 1
