word ; frequency
$foreign$ ; 28
$laugh$ ; 2
$name$ ; 42
$oov$ ; 3
a ; 16
abraços ; 1
achar ; 1
acho ; 1
acontecendo ; 1
aconteceu ; 1
adicionais ; 1
adicional ; 1
alguns ; 1
analisar ; 1
aniversário ; 1
ano ; 1
anos ; 3
ao ; 2
aqui ; 1
aquisição ; 1
arcasse ; 1
arrecadar ; 1
as ; 2
assim ; 2
atormentou ; 1
através ; 1
aumentaram ; 1
aumento ; 4
aumentou ; 1
azul ; 1
aí ; 1
bebe ; 1
benefícios ; 1
bichos ; 1
blusa ; 1
bola ; 1
bom ; 1
book ; 1
básica ; 2
cabo ; 1
causa ; 1
causada ; 1
cesta ; 2
coisas ; 1
colocar ; 1
com ; 4
começando ; 1
comigo ; 1
como ; 4
companheiros ; 1
comprado ; 1
concorda ; 1
concordo ; 1
contra ; 1
corrupção ; 3
cortês ; 1
cunhada ; 1
custa ; 1
custo ; 1
custos ; 4
da ; 3
dar ; 2
das ; 4
de ; 11
deixaram ; 1
dele ; 1
desnecessários ; 1
dessa ; 1
destes ; 1
desvio ; 1
desvios ; 1
deveríamos ; 1
dia ; 1
dinheiro ; 6
direito ; 2
discordar ; 1
discutirei ; 1
disso ; 1
dizer ; 1
do ; 7
doce ; 1
dos ; 11
e ; 13
edição ; 1
eles ; 1
em ; 3
emitam ; 1
empresas ; 2
encontrar ; 1
engole ; 1
entenda ; 1
entender ; 1
então ; 2
equipamentos ; 1
errados ; 1
escrevi ; 1
esqueceram ; 1
esta ; 1
estado ; 1
estagiário ; 1
estamos ; 1
estar ; 1
este ; 1
estes ; 1
esteve ; 1
está ; 1
etapa ; 1
eu ; 2
fabricar ; 2
fatores ; 1
favor ; 1
fazendo ; 1
fazer ; 3
felicitações ; 1
fenômeno ; 1
fim ; 1
fiz ; 1
foi ; 2
forma ; 1
fracos ; 1
fui ; 1
férias ; 1
gasta ; 1
gastos ; 1
generalizado ; 1
gera ; 2
go ; 4
gol ; 1
governo ; 5
grande ; 1
historinha ; 1
hoje ; 2
houvesse ; 1
há ; 1
i ; 1
imposto ; 1
impostos ; 2
infelizmente ; 1
inflação ; 4
instantâneo ; 1
integralmente ; 1
invisível ; 1
invés ; 1
inúteis ; 1
isso ; 1
isto ; 1
it ; 1
jogam ; 1
lar ; 2
ler ; 1
link ; 1
livro ; 1
longo ; 1
lotados ; 1
lugar ; 1
luta ; 1
lutando ; 2
mais ; 7
manifestações ; 1
manutenção ; 1
marketing ; 1
mas ; 5
me ; 2
melhor ; 1
menos ; 2
mesmo ; 1
meu ; 2
motivos ; 2
muitas ; 1
muito ; 4
muitos ; 2
na ; 1
nada ; 1
nas ; 1
nem ; 1
neve ; 1
no ; 4
nos ; 3
nossos ; 1
novos ; 1
não ; 8
o ; 16
obrigado ; 5
oi ; 1
olha ; 1
opiniões ; 1
os ; 5
ou ; 1
pagar ; 2
pais ; 1
para ; 9
parabéns ; 1
parte ; 1
passagens ; 2
passar ; 1
passo ; 1
pela ; 1
pelo ; 2
pelos ; 1
percebe ; 1
perfil ; 1
pertences ; 1
pessoal ; 3
pizza ; 1
plenamente ; 1
plugin ; 1
pode ; 2
poderíamos ; 1
por ; 6
porquê ; 1
pra ; 1
prazo ; 1
precisam ; 1
precisaria ; 1
preço ; 2
preços ; 2
primeiro ; 1
principal ; 2
problemas ; 1
processo ; 1
protestar ; 1
puis ; 1
público ; 2
quais ; 1
que ; 22
quem ; 1
r ; 7
reais ; 1
recursos ; 1
repassar ; 2
resolvem ; 1
retirar ; 1
revolução ; 1
roubado ; 1
roubei ; 1
ruas ; 1
salários ; 1
se ; 1
seleção ; 1
sempre ; 1
senão ; 1
seu ; 1
seus ; 1
silencioso ; 1
sim ; 2
situação ; 1
sociedade ; 1
solar ; 1
sou ; 1
soube ; 1
suas ; 1
série ; 1
também ; 3
tarifa ; 2
tem ; 1
tempo ; 1
ter ; 1
terá ; 2
testando ; 1
teto ; 1
to ; 1
todas ; 1
todo ; 1
todos ; 4
tomate ; 1
transporte ; 2
trazer ; 1
táxi ; 1
um ; 4
uma ; 6
vai ; 1
valeu ; 1
vem ; 1
venha ; 1
versão ; 1
vez ; 1
veículos ; 1
virem ; 1
visitar ; 1
você ; 3
vocês ; 1
voltou ; 1
www ; 1
zero ; 2
àqueles ; 1
árvore ; 1
é ; 11
óbvio ; 1
ônibus ; 1
últimos ; 1
