word ; frequency
$emotion*$ ; 2
$foreign$ ; 308
$laugh$ ; 5
$name$ ; 46
$oov$ ; 7
a ; 7
acontece ; 1
acreditando ; 1
agora ; 2
ainda ; 3
am ; 2
aniversário ; 1
ano ; 1
anos ; 3
antigo ; 1
ao ; 3
apenas ; 2
aqueles ; 1
assistam ; 1
assistir ; 1
até ; 2
aula ; 2
aí ; 1
bem ; 3
bom ; 1
bonito ; 1
boys ; 1
br ; 1
breve ; 1
caiu ; 1
cara ; 1
cause ; 2
chorar ; 1
chove ; 1
clipe ; 3
close ; 2
coelho ; 1
com ; 4
como ; 2
da ; 1
dd ; 1
de ; 24
desculpa ; 1
desculpem ; 1
desde ; 1
desse ; 2
dia ; 1
digital ; 1
do ; 9
does ; 1
don ; 2
dos ; 5
down ; 1
durante ; 1
décimo ; 1
e ; 8
educação ; 1
eles ; 1
em ; 2
embora ; 1
entrei ; 1
estar ; 1
estou ; 1
está ; 1
estão ; 2
eu ; 4
exercício ; 1
falar ; 1
falta ; 1
faltando ; 1
favoritos ; 1
federal ; 3
feeling ; 1
feito ; 1
fez ; 1
fica ; 1
ficha ; 1
fim ; 2
final ; 1
finalizar ; 1
fizeram ; 1
foi ; 4
for ; 6
fãs ; 1
grana ; 1
hoje ; 1
hora ; 1
http ; 3
i ; 21
if ; 2
imagina ; 1
impossível ; 1
in ; 9
indicada ; 1
infelizmente ; 1
instituição ; 1
instituto ; 1
inteiro ; 1
investindo ; 1
is ; 5
isso ; 3
it ; 10
já ; 1
lançado ; 2
lançando ; 1
lançar ; 1
legal ; 1
lies ; 4
limo ; 1
lá ; 2
m ; 1
mais ; 4
major ; 1
mas ; 2
me ; 3
melhor ; 1
melhores ; 1
mentira ; 1
mesmo ; 1
metal ; 1
meus ; 1
momento ; 1
move ; 1
muito ; 3
mundo ; 1
música ; 2
músicas ; 1
na ; 1
nada ; 2
nem ; 1
nessa ; 1
nesse ; 1
no ; 9
noticia ; 1
nova ; 1
não ; 13
o ; 11
of ; 2
oh ; 4
olhar ; 1
ontem ; 1
open ; 1
para ; 4
pela ; 1
pelo ; 1
perdeu ; 1
performance ; 1
pessoal ; 1
pior ; 1
pois ; 1
polêmico ; 1
posso ; 1
precisa ; 1
primeiro ; 1
pro ; 1
problema ; 2
projeto ; 1
prático ; 1
próxima ; 1
punk ; 1
qual ; 1
quando ; 1
que ; 9
queria ; 1
re ; 1
ri ; 1
rio ; 2
rir ; 1
rock ; 4
rádio ; 2
sai ; 1
saiu ; 1
se ; 1
segunda ; 1
sei ; 1
semana ; 2
semestre ; 1
sempre ; 1
sena ; 2
sequência ; 1
ser ; 1
será ; 3
show ; 3
shows ; 1
sim ; 12
sinto ; 1
solos ; 1
solucionado ; 1
some ; 1
suicide ; 1
são ; 2
sétima ; 1
só ; 1
t ; 6
temporada ; 3
ter ; 2
time ; 3
tipo ; 1
to ; 9
tocando ; 1
trindade ; 1
triste ; 2
um ; 5
usp ; 1
v ; 2
vai ; 1
vejo ; 1
ver ; 1
verdadeiro ; 1
vivo ; 2
volta ; 2
vou ; 1
www ; 2
álbum ; 2
álbums ; 2
é ; 7
épico ; 1
última ; 1
