word ; frequency
$emotion*$ ; 2
$foreign$ ; 236
$laugh$ ; 5
$name$ ; 49
$oov$ ; 12
a ; 43
abri ; 1
abrir ; 1
acabado ; 1
acabasse ; 1
acabou ; 1
acha ; 1
achei ; 2
acho ; 2
acima ; 1
acontece ; 1
acontecem ; 1
adianta ; 1
afastem ; 1
afogando ; 1
agora ; 5
agradeço ; 3
ainda ; 3
ajudam ; 2
ajudar ; 1
alcançar ; 1
algo ; 4
alguma ; 1
alguns ; 1
alguém ; 2
alunos ; 1
além ; 1
ama ; 1
amam ; 1
amanhece ; 1
amanhã ; 1
amigo ; 1
amigos ; 2
amo ; 1
amor ; 1
ancestral ; 1
antes ; 5
ao ; 8
aonde ; 2
aos ; 1
apenas ; 8
aplicativo ; 1
aplicativos ; 1
apoiando ; 1
apoio ; 2
aqueles ; 2
aqui ; 2
are ; 1
arrependo ; 1
as ; 9
assim ; 5
assisti ; 1
até ; 3
aulas ; 1
avaliando ; 1
avaliação ; 1
ações ; 1
aí ; 1
bastasse ; 1
bela ; 1
bem ; 7
bloquear ; 1
boa ; 1
bolsa ; 1
breve ; 1
brilhando ; 1
busca ; 2
buscamos ; 1
cada ; 1
calculadora ; 1
caminho ; 3
campus ; 1
canal ; 1
cansado ; 1
cantando ; 1
capaz ; 1
cara ; 2
carinho ; 1
carregar ; 2
casa ; 2
cause ; 1
certamente ; 1
certas ; 2
certeza ; 2
chegar ; 1
chegará ; 1
cheguei ; 1
chorando ; 2
chore ; 1
cidade ; 1
cima ; 1
coberta ; 1
coisa ; 7
coisas ; 5
com ; 7
começando ; 2
comigo ; 3
como ; 8
comparação ; 1
compreendidos ; 1
computadores ; 1
conferir ; 1
confiar ; 1
conhecimento ; 1
conheço ; 1
consegui ; 1
consertar ; 1
conta ; 1
contar ; 2
contas ; 1
continuar ; 1
continuarem ; 1
continue ; 1
continuo ; 1
contrário ; 1
conveniente ; 1
conversa ; 2
conversem ; 1
coração ; 2
corações ; 1
correndo ; 1
correram ; 1
criança ; 1
cruel ; 1
críticas ; 1
críticos ; 1
curar ; 1
curtir ; 1
da ; 6
dane-se ; 1
dano ; 1
daquele ; 1
dar ; 2
das ; 2
dava ; 1
dce ; 1
de ; 50
decide ; 1
decisões ; 2
declarações ; 1
dedicam ; 1
deixa ; 1
deixar ; 1
deixe ; 1
deixem ; 1
dela ; 2
dele ; 2
deles ; 1
demais ; 2
dentro ; 1
dependendo ; 1
depois ; 1
descendente ; 1
desejei ; 1
desenhado ; 1
desenho ; 1
desista ; 1
despedidas ; 1
desse ; 1
deu ; 2
deve ; 1
devidas ; 1
devo ; 1
dia ; 7
difícil ; 2
diga ; 2
digam ; 2
direi ; 1
disponibiliza ; 1
disponível ; 1
dispostos ; 1
disse ; 1
distância ; 1
diversas ; 1
diversos ; 1
dizem ; 1
dizer ; 3
do ; 14
domínio ; 1
don ; 1
dor ; 2
dos ; 4
dúvidas ; 1
e ; 43
ela ; 2
elas ; 1
ele ; 4
eles ; 6
elogiar ; 1
em ; 18
encontrar ; 2
encontras ; 1
encontre ; 1
encontrei ; 1
enfim ; 1
engordar ; 1
ensino ; 1
entenderá ; 1
entristeça ; 1
então ; 2
eram ; 1
erros ; 1
escondes ; 2
escuro ; 1
esforço ; 1
especialmente ; 1
espelho ; 1
esperança ; 1
esperavam ; 1
espero ; 3
essa ; 1
estado ; 1
estamos ; 1
estar ; 3
estava ; 4
estavam ; 2
esteja ; 1
estou ; 3
estudos ; 1
está ; 5
estão ; 4
eternamente ; 1
eu ; 31
existe ; 2
existem ; 1
existir ; 1
existência ; 1
expectativas ; 1
explique ; 1
falado ; 1
falam ; 1
falando ; 2
falar ; 4
falem ; 1
falou ; 1
família ; 2
favor ; 1
faz ; 1
fazendo ; 1
fazer ; 2
feito ; 1
feliz ; 3
felizes ; 1
ficar ; 1
ficaram ; 1
filho ; 1
filhos ; 2
fim ; 1
finalmente ; 2
fiz ; 1
foi ; 1
for ; 1
fora ; 1
foram ; 1
fortes ; 1
força ; 1
fosse ; 2
frente ; 2
fundo ; 2
futuro ; 2
fáceis ; 1
fácil ; 1
férias ; 2
fúteis ; 1
game ; 1
geração ; 2
go ; 2
gostaria ; 1
gostei ; 1
histórias ; 1
hoje ; 5
hora ; 1
horizonte ; 1
houve ; 1
humanidade ; 1
humanos ; 2
i ; 17
idiota ; 1
if ; 5
ignorantes ; 1
igual ; 1
iludida ; 1
ilusão ; 1
impacto ; 1
importa ; 2
importante ; 1
importes ; 1
in ; 4
incerto ; 1
incessável ; 1
indiretas ; 1
indo ; 2
infelizmente ; 1
iniciava ; 1
inovação ; 1
instantes ; 1
instituição ; 1
inteligência ; 1
intervir ; 1
invés ; 1
ir ; 1
irá ; 1
isso ; 14
it ; 8
jamais ; 3
jeito ; 1
jogando ; 2
jogar ; 1
jogo ; 1
jornais ; 1
jovem ; 1
julgam ; 1
justamente ; 1
já ; 3
lado ; 2
lavar ; 1
leia ; 1
lhe ; 1
li ; 1
lies ; 1
limpar ; 1
link ; 1
living ; 1
logado ; 1
